O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,state_city,constituency_from_link
1,Ganesh Godiyal,Indian National Congress,1926,2098,2043,2141,1643,1519,1572,1565,2783,2323,1945,1579,2261,2525,653,Uttarakhand-Srinagar,Srinagar
2,(Dr) Dhan Singh Rawat,Bharatiya Janata Party,1487,1937,1632,2059,1849,1891,2062,1847,2430,2777,2124,2073,1966,2065,624,Uttarakhand-Srinagar,Srinagar
3,Gajender Singh Chauhan,Aam Aadmi Party,10,43,24,46,49,43,50,59,134,79,49,40,22,22,7,Uttarakhand-Srinagar,Srinagar
4,Ganesh Lal,Akhand Bharat Vikas Party,7,6,13,16,14,18,8,8,7,17,7,10,1,7,0,Uttarakhand-Srinagar,Srinagar
5,Mohan Kala,Uttarakhand Kranti Dal,76,266,187,352,359,463,244,281,284,434,630,411,67,165,9,Uttarakhand-Srinagar,Srinagar
6,Subhash Negi,Samajwadi Party,5,12,6,18,13,24,16,9,4,14,13,4,4,10,2,Uttarakhand-Srinagar,Srinagar
7,Sandeep Kumar,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),19,31,37,51,38,45,38,25,25,27,23,36,21,36,10,Uttarakhand-Srinagar,Srinagar
8,NOTA,None of the Above,33,43,49,76,48,52,40,44,41,43,35,32,39,57,7,Uttarakhand-Srinagar,Srinagar
