O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,state_city,constituency_from_link
1,Rajendra Barakoti,Indian National Congress,1803,1913,2277,1376,1797,2315,1378,1469,1239,2395,1121,1237,216,Uttarakhand-Someshwar,Someshwar
2,Rekha Arya,Bharatiya Janata Party,2687,2544,3259,1819,1628,1952,2121,1774,1544,2382,1871,1679,238,Uttarakhand-Someshwar,Someshwar
3,Kiran Arya,UTTARAKHAND PARIVARTAN PARTY,38,45,41,23,22,25,26,55,52,43,25,17,4,Uttarakhand-Someshwar,Someshwar
4,Dinesh Chandra,Peoples Party of India (Democratic),11,5,11,9,9,12,4,16,14,17,30,11,2,Uttarakhand-Someshwar,Someshwar
5,Balwant Arya,Samajwadi Party,11,6,5,6,6,3,9,11,6,13,9,3,1,Uttarakhand-Someshwar,Someshwar
6,Harish Chandra,Aam Aadmi Party,69,70,68,54,39,37,36,64,22,55,19,34,1,Uttarakhand-Someshwar,Someshwar
7,Govind Lal,Independent,14,12,15,13,11,9,15,36,18,22,11,16,1,Uttarakhand-Someshwar,Someshwar
8,Madhubala,Independent,70,79,85,47,43,69,61,61,29,75,65,32,13,Uttarakhand-Someshwar,Someshwar
9,NOTA,None of the Above,97,94,105,56,69,102,68,75,78,124,81,46,8,Uttarakhand-Someshwar,Someshwar
