O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,state_city,constituency_from_link
1,ANUKRITI GUSAIN RAWAT,Indian National Congress,1167,1010,673,1044,1165,1164,1133,944,626,1035,1074,1438,1035,741,94,Uttarakhand-Lansdowne,Lansdowne
2,DALEEP SINGH RAWAT,Bharatiya Janata Party,2500,2122,1278,1487,1797,1535,1461,1586,1110,1759,1807,1931,1588,1148,211,Uttarakhand-Lansdowne,Lansdowne
3,ANAND PRAKASH,Uttarakhand Kranti Dal,20,49,46,42,38,36,55,50,48,49,109,169,59,47,5,Uttarakhand-Lansdowne,Lansdowne
4,NARENDRA SINGH,Aam Aadmi Party,103,19,12,14,10,12,6,8,17,3,28,14,10,25,0,Uttarakhand-Lansdowne,Lansdowne
5,RAMESH CHANDRA SINGH,Uttarakhand Raksha Morcha,34,7,9,4,3,3,6,6,3,5,5,8,4,1,0,Uttarakhand-Lansdowne,Lansdowne
6,NARENDRA SINGH RAWAT,Independent,12,11,8,7,7,8,9,5,7,11,15,10,8,10,1,Uttarakhand-Lansdowne,Lansdowne
7,MAMTA DEVI,Independent,14,26,17,23,29,23,33,28,35,59,38,49,31,23,5,Uttarakhand-Lansdowne,Lansdowne
8,NOTA,None of the Above,42,23,28,33,21,26,26,25,26,34,33,41,47,21,8,Uttarakhand-Lansdowne,Lansdowne
