O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,state_city,constituency_from_link
1,Kailash Chandra Gahtori,Bharatiya Janata Party,1836,1980,2003,1344,2679,2376,1575,2729,3645,3430,3220,3196,1881,Uttarakhand-Champawat,Champawat
2,Rakesh Chandra Verma,Bahujan Samaj Party,43,43,46,24,30,38,33,53,52,31,37,30,26,Uttarakhand-Champawat,Champawat
3,Hemesh Kharkwal,Indian National Congress,1810,1704,1136,1187,1934,1821,1162,2053,2658,3449,3361,2619,1701,Uttarakhand-Champawat,Champawat
4,Madan Singh Mahar,Aam Aadmi Party,58,55,61,66,135,225,157,340,259,225,392,321,222,Uttarakhand-Champawat,Champawat
5,Mohd Haarun,Samajwadi Party,9,18,14,10,16,16,17,14,11,27,16,10,29,Uttarakhand-Champawat,Champawat
6,Jagdish Bhatt,Independent,25,32,27,32,33,35,39,15,80,53,54,19,18,Uttarakhand-Champawat,Champawat
7,Deepak Belwal,Independent,19,12,16,6,16,17,19,9,18,35,37,38,35,Uttarakhand-Champawat,Champawat
8,NOTA,None of the Above,68,89,77,42,84,98,73,71,74,81,85,45,46,Uttarakhand-Champawat,Champawat
