O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,state_city,constituency_from_link
1,Jot Singh Bisht,Indian National Congress,1008,979,1269,1106,1102,887,683,603,989,2304,2547,2508,1858,Uttarakhand-Dhanolti,Dhanolti
2,Pritam Singh Panwar,Bharatiya Janata Party,1612,1784,1415,1363,3233,2485,1868,2026,1964,996,1196,1230,1293,Uttarakhand-Dhanolti,Dhanolti
3,Amendra Bisht,Aam Aadmi Party,709,370,74,32,77,54,133,57,58,19,20,31,66,Uttarakhand-Dhanolti,Dhanolti
4,Usha Panwar,Uttarakhand Kranti Dal,23,16,8,7,7,3,22,5,9,3,5,17,31,Uttarakhand-Dhanolti,Dhanolti
5,Jay Narayan,Uttarakhand Janekta Party,28,24,9,11,11,7,3,12,30,7,25,18,25,Uttarakhand-Dhanolti,Dhanolti
6,Gaurav Tiwari,Independent,28,28,36,18,37,24,16,21,91,14,16,21,38,Uttarakhand-Dhanolti,Dhanolti
7,Mahaveer Singh Rangarh,Independent,1095,1372,1319,1388,945,919,1288,1078,773,552,404,589,840,Uttarakhand-Dhanolti,Dhanolti
8,NOTA,None of the Above,47,45,42,54,60,49,42,48,57,54,59,38,45,Uttarakhand-Dhanolti,Dhanolti
