O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,state_city,constituency_from_link
1,Naval Kishor,Indian National Congress,1771,2253,1240,957,1189,1764,1536,1689,2549,2142,1259,814,353,Uttarakhand-Pauri,Pauri
2,Ramesh Chandra,Bahujan Samaj Party,38,50,38,35,30,36,38,16,24,41,27,19,3,Uttarakhand-Pauri,Pauri
3,Rajkumar Pori,Bharatiya Janata Party,2363,2423,1921,1565,1792,2740,2389,2119,1984,2015,2025,1120,501,Uttarakhand-Pauri,Pauri
4,Onkar Singh,Uttarakhand Janekta Party,19,26,46,29,30,41,41,42,11,10,29,8,5,Uttarakhand-Pauri,Pauri
5,Poonam Singh,Uttarakhand Kranti Dal,30,18,82,20,18,23,35,14,25,10,56,3,2,Uttarakhand-Pauri,Pauri
6,Manohar Lal,Aam Aadmi Party,70,65,23,43,49,57,56,67,90,74,45,46,14,Uttarakhand-Pauri,Pauri
7,Rajendra Prasad,Samajwadi Party,38,42,41,27,26,66,58,59,35,14,36,12,3,Uttarakhand-Pauri,Pauri
8,Hari Kumar,Akhand Bharat Vikas Party,19,26,19,12,16,16,30,13,4,9,14,10,1,Uttarakhand-Pauri,Pauri
9,NOTA,None of the Above,63,75,78,33,42,77,68,67,43,50,41,23,5,Uttarakhand-Pauri,Pauri
