O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,state_city,constituency_from_link
1,YASHPAL ARYA,Indian National Congress,2282,3193,2396,3248,3660,4147,4411,2807,4889,3896,1637,1632,1728,Uttarakhand-Bajpur,Bajpur
2,RAJESH KUMAR,Bharatiya Janata Party,2747,4586,4150,2799,3252,3489,2393,4148,2119,1550,2257,3604,1353,Uttarakhand-Bajpur,Bajpur
3,VIJAY PAL SINGH,Bahujan Samaj Party,456,114,158,180,282,443,168,186,817,2831,1569,1200,406,Uttarakhand-Bajpur,Bajpur
4,DHANRAJ BHARTI,Samajwadi Party,30,35,24,32,23,25,21,37,23,45,35,25,21,Uttarakhand-Bajpur,Bajpur
5,SUNITA TAMTA,Aam Aadmi Party,2635,2171,2300,1808,1079,607,1489,814,896,1977,1821,1377,1035,Uttarakhand-Bajpur,Bajpur
6,MANJU ARYA,Independent,61,56,54,67,41,27,39,22,34,60,36,44,39,Uttarakhand-Bajpur,Bajpur
7,NOTA,None of the Above,80,86,62,65,41,56,54,48,58,39,39,43,30,Uttarakhand-Bajpur,Bajpur
