O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,state_city,constituency_from_link
1,OM GOPAL,Indian National Congress,1909,2951,1905,3750,3210,1818,1355,1370,1947,1689,1694,1016,541,Uttarakhand-Narendranagar,Narendranagar
2,JAGDISH KULIYAL,Communist Party of India,29,29,30,43,43,35,51,43,35,28,28,43,18,Uttarakhand-Narendranagar,Narendranagar
3,SUBODH UNIYAL,Bharatiya Janata Party,1725,1591,1973,3964,4142,1917,1762,2087,1975,1600,1317,2211,559,Uttarakhand-Narendranagar,Narendranagar
4,Pushpa Rawat,Aam Aadmi Party,53,34,30,82,108,24,40,61,40,38,24,130,19,Uttarakhand-Narendranagar,Narendranagar
5,Ranbeer Singh Aswal,Uttarakhand Janata Party,14,11,19,9,12,51,52,43,28,18,16,58,17,Uttarakhand-Narendranagar,Narendranagar
6,Sardar Singh Pundir,Uttarakhand Kranti Dal,10,24,22,53,48,244,813,438,48,46,16,317,91,Uttarakhand-Narendranagar,Narendranagar
7,NOTA,None of the Above,22,40,36,74,70,52,67,31,59,38,30,40,23,Uttarakhand-Narendranagar,Narendranagar
