O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,state_city,constituency_from_link
1,GOVIND SINGH KUNJWAL,Indian National Congress,1318,1111,1190,1368,1265,1524,1060,1338,1171,1470,1322,1866,1427,1728,1359,692,Uttarakhand-Jageshwar,Jageshwar
2,NARAYAN RAM,Bahujan Samaj Party,38,90,21,21,25,31,29,41,35,47,31,37,24,33,32,13,Uttarakhand-Jageshwar,Jageshwar
3,MOHAN SINGH,Bharatiya Janata Party,2028,1708,1559,1161,1566,2111,2015,2272,1453,1242,1726,2319,1583,1682,1752,827,Uttarakhand-Jageshwar,Jageshwar
4,TARADATT PANDEY,Aam Aadmi Party,83,61,51,30,37,47,56,123,43,40,46,40,33,30,56,54,Uttarakhand-Jageshwar,Jageshwar
5,NARAYAN RAM,UTTARAKHAND PARIVARTAN PARTY,33,11,9,10,10,14,15,25,11,13,8,18,36,20,21,8,Uttarakhand-Jageshwar,Jageshwar
6,MANISH SINGH NEGI,Uttarakhand Kranti Dal,219,73,22,35,31,55,69,77,39,35,50,43,31,38,41,73,Uttarakhand-Jageshwar,Jageshwar
7,RAMESH SANWAL,Samajwadi Party,20,20,12,13,12,15,15,18,13,6,16,16,13,13,52,15,Uttarakhand-Jageshwar,Jageshwar
8,NOTA,None of the Above,52,55,28,29,38,66,50,77,66,34,55,55,48,62,73,31,Uttarakhand-Jageshwar,Jageshwar
