O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,state_city,constituency_from_link
1,Lalit Farswan,Indian National Congress,1644,2070,1786,1561,2318,2716,2284,1945,1527,1640,2172,1821,1674,965,172,Uttarakhand-Kapkot,Kapkot
2,Suresh Gariya,Bharatiya Janata Party,2075,2511,2705,2316,2672,2708,2896,2420,1764,1676,1877,1867,1681,1037,73,Uttarakhand-Kapkot,Kapkot
3,Har Govind Joshi,Bahujan Samaj Party,25,47,55,24,34,52,39,36,29,32,35,29,36,13,1,Uttarakhand-Kapkot,Kapkot
4,Bhoopesh Upadhyay,Aam Aadmi Party,264,347,151,89,98,111,123,189,259,362,561,331,462,97,9,Uttarakhand-Kapkot,Kapkot
5,Hari Ram Shastry,Samajwadi Party,9,18,16,5,15,22,9,18,21,12,17,14,18,14,1,Uttarakhand-Kapkot,Kapkot
6,Rajendra Singh,Independent,31,42,39,35,46,52,50,47,31,34,23,25,44,9,2,Uttarakhand-Kapkot,Kapkot
7,NOTA,None of the Above,41,52,50,36,67,93,66,70,64,46,55,59,47,21,3,Uttarakhand-Kapkot,Kapkot
