O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,state_city,constituency_from_link
1,RENU BISHT,Bharatiya Janata Party,2704,2535,2286,2209,1418,1493,2074,2537,3212,1970,1436,2031,1192,299,198,Uttarakhand-Yamkeshwar,Yamkeshwar
2,SHAILENDRA SINGH RAWAT,Indian National Congress,1353,2197,1525,1902,1126,849,1363,1401,2216,1071,946,1024,409,217,104,Uttarakhand-Yamkeshwar,Yamkeshwar
3,AVIRAL,Aam Aadmi Party,28,33,50,63,23,11,25,48,45,32,27,21,6,14,3,Uttarakhand-Yamkeshwar,Yamkeshwar
4,VEERENDRA PRASAD,Samajwadi Party,47,17,21,15,5,3,5,14,15,9,9,9,5,0,0,Uttarakhand-Yamkeshwar,Yamkeshwar
5,Shanti Prasad Bhatt,Uttarakhand Kranti Dal,27,51,51,34,30,30,33,66,76,96,37,46,13,13,1,Uttarakhand-Yamkeshwar,Yamkeshwar
6,NOTA,None of the Above,64,52,46,44,32,30,28,47,59,41,18,34,17,4,6,Uttarakhand-Yamkeshwar,Yamkeshwar
