O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,state_city,constituency_from_link
1,Ujali Devi,Bahujan Samaj Party,18,21,38,21,29,23,25,22,28,40,11,28,31,25,4,15,Uttarakhand-Purola,Purola
2,DURGESHWAR LAL,Bharatiya Janata Party,1872,1562,1892,1618,1672,1732,2101,3100,2178,2408,895,1718,1768,1097,769,831,Uttarakhand-Purola,Purola
3,Malchand,Indian National Congress,2674,1986,2505,1544,868,1120,1120,632,731,1390,1153,1203,1688,1219,561,785,Uttarakhand-Purola,Purola
4,Chain Singh,Samajwadi Party,74,26,40,30,9,22,33,25,31,49,20,25,21,31,9,13,Uttarakhand-Purola,Purola
5,PRAKASH,Aam Aadmi Party,68,63,79,30,16,24,16,17,29,41,21,20,25,23,8,40,Uttarakhand-Purola,Purola
6,Ram Prasad,Rashtriya Lokneeti Party,25,16,15,16,64,190,26,18,18,18,13,22,12,11,7,11,Uttarakhand-Purola,Purola
7,NOTA,None of the Above,34,21,14,14,16,25,21,22,28,40,13,19,12,18,10,14,Uttarakhand-Purola,Purola
