O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,state_city,constituency_from_link
1,Dr. Jakir Husain,Bahujan Samaj Party,289,211,498,2233,1111,1724,494,1971,64,92,153,488,150,360,638,111,416,497,564,731,858,1371,1835,1528,387,2205,4478,848,1179,277,10,Uttar Pradesh-Palia,Palia
2,Pritinder Singh Kakku,Samajwadi Party,4279,5030,4010,2455,2871,2688,2910,1930,3321,2155,3181,2118,2961,2361,2256,2167,2300,2909,1531,1300,1296,3294,1927,2431,3487,2131,1823,4648,3438,1084,78,Uttar Pradesh-Palia,Palia
3,Rishal Ahamad,Indian National Congress,478,529,633,166,166,124,109,90,136,253,95,94,155,123,130,142,91,71,86,92,82,56,136,82,70,88,47,66,72,28,12,Uttar Pradesh-Palia,Palia
4,Harvinder Kumar Sahni alias Romi Sahni,Bharatiya Janata Party,1516,1969,2786,3302,3675,2887,4698,4401,3302,4518,2751,4720,5704,6448,5109,5453,4939,2697,5570,6674,5860,4568,4099,3483,4103,3531,2053,2192,3738,1435,525,Uttar Pradesh-Palia,Palia
5,Arti Rai,Communist Party of India (Marxist-Leninist) (Liberation),43,48,64,74,43,97,64,79,17,23,38,74,83,89,94,74,75,29,84,87,112,72,58,31,56,55,38,36,61,17,7,Uttar Pradesh-Palia,Palia
6,Lalit Kumar Verma,Aam Aadmi Party,38,31,46,24,21,38,22,32,11,7,15,24,37,29,42,27,29,15,31,30,33,26,122,65,49,48,30,19,41,16,2,Uttar Pradesh-Palia,Palia
7,NOTA,None of the Above,60,75,78,85,43,78,67,83,27,47,34,47,57,81,116,74,67,60,95,83,87,70,69,60,56,77,83,60,47,28,14,Uttar Pradesh-Palia,Palia
