O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,state_city,constituency_from_link
1,Anjani,Samajwadi Party,2481,2176,2476,2541,2228,3079,2811,3772,2615,3940,4783,4294,4971,3762,2828,3499,3245,3941,3044,2937,3699,2384,2591,2542,2704,1901,2866,1856,1699,2072,831,859,Uttar Pradesh-Aurai,Aurai 
2,Kamala Shankar,Bahujan Samaj Party,1131,1499,856,737,1238,981,1284,736,683,709,684,617,397,979,742,1195,1486,901,1135,1126,741,884,910,723,859,887,859,991,934,707,587,163,Uttar Pradesh-Aurai,Aurai 
3,Dinanath Bhashkar,Bharatiya Janata Party,2375,3253,3551,3580,3673,2940,2558,3063,3055,3203,2689,2173,1864,2875,3110,3380,3706,1877,2896,3044,2726,2692,2640,3311,3458,3406,3588,3638,3787,3318,1204,805,Uttar Pradesh-Aurai,Aurai 
4,Sanjoo Devi,Indian National Congress,85,175,127,124,116,79,62,93,105,66,57,80,37,73,53,97,87,80,92,86,76,80,119,108,101,69,76,76,103,56,33,19,Uttar Pradesh-Aurai,Aurai 
5,Kavita Rai,Aam Aadmi Party,25,23,33,51,38,30,24,40,17,16,27,187,13,24,14,26,24,20,29,41,21,50,37,25,45,19,30,28,24,13,7,8,Uttar Pradesh-Aurai,Aurai 
6,Tedhai,All India Majlis-E-Ittehadul Muslimeen,29,122,33,66,50,73,27,27,40,117,243,116,125,68,31,26,191,90,42,38,48,35,20,61,92,49,196,22,27,48,18,18,Uttar Pradesh-Aurai,Aurai 
7,Babita,Vikassheel Insaan Party,27,40,78,195,91,99,25,137,37,30,20,99,19,45,25,74,274,40,107,55,21,116,270,53,168,28,154,58,38,23,44,7,Uttar Pradesh-Aurai,Aurai 
8,NOTA,None of the Above,47,78,70,70,87,72,67,92,63,70,80,53,54,89,64,96,87,79,63,105,68,67,74,77,71,61,74,68,65,53,29,11,Uttar Pradesh-Aurai,Aurai 
