O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,state_city,constituency_from_link
1,ABHIJEET SINGH,Bharatiya Janata Party,4148,4008,3945,4587,3945,2463,4566,5093,4569,3831,3307,4212,3409,4328,3406,2632,3440,3392,3033,2921,3334,3094,3993,3061,2682,2804,2728,3295,2763,2584,1337,Uttar Pradesh-Bithoor,Bithoor
2,ASHOK KUMAR,Indian National Congress,707,595,404,108,117,55,90,110,129,95,160,73,82,67,101,77,116,105,89,246,77,93,83,56,88,77,105,114,69,114,36,Uttar Pradesh-Bithoor,Bithoor
3,MUNINDRA SHUKLA,Samajwadi Party,2606,3239,3130,2619,3493,3639,1871,3434,2938,2490,2903,2467,3038,1911,2312,2488,2601,2825,2807,2760,3224,2848,2254,1993,2366,2679,4013,3079,3445,2847,1596,Uttar Pradesh-Bithoor,Bithoor
4,RAMESH SINGH YADAV,Bahujan Samaj Party,465,720,615,585,1263,1328,1225,594,1003,1015,2042,1826,1486,1733,1261,1287,1418,1188,1455,1896,884,1176,1740,1497,905,1878,703,1196,1051,918,529,Uttar Pradesh-Bithoor,Bithoor
5,KIRAN,Jan Adhikar Party,14,109,23,19,24,32,131,48,51,21,138,41,32,30,49,65,51,35,43,30,136,53,46,40,389,129,122,52,100,73,20,Uttar Pradesh-Bithoor,Bithoor
6,CHANDRA PAL,Rashtriya Samaj Paksha,8,22,29,22,40,18,27,18,69,18,98,43,19,22,42,37,9,61,25,42,36,32,17,44,31,43,27,26,25,34,11,Uttar Pradesh-Bithoor,Bithoor
7,PUNEET KUMAR,Bhartiya Shakti Chetna Party,12,16,16,19,18,21,17,29,12,11,34,30,32,16,24,23,54,48,22,18,22,18,16,31,35,54,39,44,25,25,29,Uttar Pradesh-Bithoor,Bithoor
8,SOM NATH PAL,Aam Aadmi Party,21,12,33,24,21,16,13,28,31,27,33,25,22,31,21,20,21,26,16,13,18,27,26,31,18,32,34,16,17,13,7,Uttar Pradesh-Bithoor,Bithoor
9,NOTA,None of the Above,42,47,80,52,68,53,57,59,70,74,98,80,50,52,65,35,55,72,57,58,70,51,31,54,33,63,56,49,61,45,20,Uttar Pradesh-Bithoor,Bithoor
