O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,R-33,state_city,constituency_from_link
1,ASHOK KUMAR SAINI,Indian National Congress,39,54,81,27,29,27,54,53,89,45,31,36,27,22,39,37,33,30,42,36,43,40,56,36,172,103,52,71,190,80,82,140,26,Uttar Pradesh-Gangoh,Gangoh
2,INDER SAIN,Samajwadi Party,4234,2568,4950,3700,5148,3456,1822,3115,1439,3801,3263,2992,3640,2739,2457,3350,2810,4955,3213,1931,2909,3644,2521,2870,1104,1236,3318,3213,1925,1479,1840,1009,209,Uttar Pradesh-Gangoh,Gangoh
3,KIRAT SINGH,Bharatiya Janata Party,2766,4297,3101,3824,1552,2983,4117,2572,4661,3134,2906,3091,1447,4525,3889,2925,3859,929,4086,5635,4710,4556,4702,2466,4800,3869,3473,2425,2385,4534,4401,5096,2336,Uttar Pradesh-Gangoh,Gangoh
4,NOMAN MASOOD,Bahujan Samaj Party,1520,1746,1345,1601,1325,1402,2002,2817,1680,1818,1433,2038,1388,1031,1727,1647,1274,2280,1100,375,1085,1031,1826,1334,2133,2812,499,2255,3155,2009,1982,2733,534,Uttar Pradesh-Gangoh,Gangoh
5,MAUSAM ALI RANA,Aazad Samaj Party (Kanshi Ram),86,32,16,26,26,71,120,56,54,140,18,68,29,20,87,29,35,105,21,27,68,37,181,194,90,155,14,71,166,452,55,56,10,Uttar Pradesh-Gangoh,Gangoh
6,VAKAR AZHAR,Bahujan Mukti Party,12,14,9,12,9,6,9,7,24,14,13,13,7,16,11,5,11,9,17,11,16,18,9,9,11,8,7,14,14,8,10,8,3,Uttar Pradesh-Gangoh,Gangoh
7,RAJVEER,Independent,10,8,8,4,11,6,9,9,18,7,6,7,7,7,7,8,5,11,4,8,8,15,10,10,13,8,4,11,9,8,11,3,4,Uttar Pradesh-Gangoh,Gangoh
8,NOTA,None of the Above,16,10,16,9,11,12,21,23,18,12,13,24,13,22,18,13,22,24,22,18,17,26,18,17,25,21,13,20,20,26,29,29,6,Uttar Pradesh-Gangoh,Gangoh
