O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,R-33,R-34,state_city,constituency_from_link
1,ANOOP SINGH URF ANOOP PRADHAN VALMEEKI,Bharatiya Janata Party,4473,3801,4328,4867,3919,3938,4899,4203,3552,5702,3934,3733,4119,4059,3524,4154,3429,5179,5476,5642,4536,3397,4725,4133,2616,3949,4988,5029,3856,3696,3265,3016,3807,573,Uttar Pradesh-Khair,Khair 
2,CHARU KAIN KAIN,Bahujan Samaj Party,2750,2737,1681,1626,3191,3747,1920,2458,2224,2129,2120,1864,1425,1116,2243,2333,3109,1237,1498,796,2045,2325,1799,2166,1908,2297,1263,1857,1572,1854,1550,1244,746,166,Uttar Pradesh-Khair,Khair 
3,BHAGWATI PRASAD,Rashtriya Lok Dal,1272,2245,927,1320,607,580,1067,1266,1386,956,1238,1557,1332,1578,1189,529,1465,312,1090,1219,588,1104,601,1127,2726,742,615,553,567,1428,2730,2663,2188,387,Uttar Pradesh-Khair,Khair 
4,MONIKA,Indian National Congress,50,79,26,23,36,33,189,33,31,42,27,37,31,38,19,44,34,27,53,51,49,35,58,42,90,37,28,14,23,39,39,86,42,9,Uttar Pradesh-Khair,Khair 
5,MOHNEESH PRATAP SINGH,Aam Aadmi Party,12,24,13,11,11,13,7,16,4,9,6,8,9,7,14,11,11,6,22,13,14,3,10,9,11,10,10,8,6,20,10,8,14,1,Uttar Pradesh-Khair,Khair 
6,JAGDISH PRASAD,Independent,21,28,23,17,15,10,18,20,7,16,14,15,15,24,13,30,17,8,13,22,11,12,27,18,25,50,15,12,15,10,15,21,25,7,Uttar Pradesh-Khair,Khair 
7,MULCHAND,Independent,44,48,34,34,24,21,25,25,30,20,29,24,17,26,22,25,28,15,24,18,10,17,15,27,25,22,23,17,12,25,34,45,31,5,Uttar Pradesh-Khair,Khair 
8,NOTA,None of the Above,44,68,58,34,45,28,51,34,36,38,42,48,36,46,36,57,51,41,55,77,38,33,34,37,31,36,51,35,43,33,55,46,43,9,Uttar Pradesh-Khair,Khair 
