O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,state_city,constituency_from_link
1,Geeta,Bahujan Samaj Party,323,644,302,344,354,232,324,363,400,355,393,601,485,686,322,254,338,285,404,148,240,365,307,256,292,341,260,370,208,297,272,447,Uttar Pradesh-Payagpur,Payagpur
2,Mukesh Srivastava,Samajwadi Party,4136,3874,3124,3124,4144,3608,3479,3203,2979,3116,3141,2369,4131,3317,3191,3553,2654,2564,3173,2050,2903,2932,2491,2066,2717,3314,3286,2133,1963,2639,3973,2487,Uttar Pradesh-Payagpur,Payagpur
3,Rana Shivam Singh,Indian National Congress,96,112,207,75,67,103,82,89,105,77,100,67,112,96,90,95,90,73,118,66,112,89,89,92,88,85,81,107,68,88,73,61,Uttar Pradesh-Payagpur,Payagpur
4,Subhash Tripathi,Bharatiya Janata Party,2036,3070,3829,3030,2653,3463,3342,3141,3354,2921,2904,4143,3904,3371,3751,4415,4119,3544,3286,3796,3995,4169,3596,4491,3713,2148,2400,3480,5035,3584,2310,2930,Uttar Pradesh-Payagpur,Payagpur
5,Raise Ahmad,All India Majlis-E-Ittehadul Muslimeen,92,130,106,71,74,74,76,89,94,81,69,110,103,100,76,88,92,94,125,127,145,109,93,171,222,144,105,128,204,127,168,99,Uttar Pradesh-Payagpur,Payagpur
6,CHHOTE LAL,Independent,22,33,17,21,21,23,17,31,26,27,13,13,19,23,19,24,31,22,21,27,29,20,40,38,37,26,20,28,46,35,17,24,Uttar Pradesh-Payagpur,Payagpur
7,Ram Swaroop,Independent,48,43,53,44,32,43,24,44,39,41,45,34,40,53,37,33,50,52,46,49,48,52,39,59,57,48,48,56,63,51,33,33,Uttar Pradesh-Payagpur,Payagpur
8,NOTA,None of the Above,61,91,73,58,71,66,77,44,71,77,72,70,79,75,59,75,77,67,88,62,90,62,80,70,91,59,77,85,114,60,62,57,Uttar Pradesh-Payagpur,Payagpur
