O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,state_city,constituency_from_link
1,KRISHNA KUMAR OJHA,Samajwadi Party,3200,2394,2662,3371,3051,2774,3147,3519,2461,3626,1930,3722,3290,2522,1987,1834,2833,2147,2684,2166,2804,1679,2694,3476,2737,3415,2811,Uttar Pradesh-Mahasi,Mahasi
2,DINESH KUMAR SHUKLA,Bahujan Samaj Party,768,674,555,354,239,904,458,329,233,143,602,494,268,441,208,312,258,456,311,351,247,269,678,225,240,460,154,Uttar Pradesh-Mahasi,Mahasi
3,DR. RAJESH TIWARI,Indian National Congress,288,203,114,117,118,534,177,179,221,156,164,101,166,122,190,85,128,145,168,117,128,270,193,243,139,218,137,Uttar Pradesh-Mahasi,Mahasi
4,SURESHWAR SINGH,Bharatiya Janata Party,3743,4805,4575,4511,5043,3436,4323,4158,4843,4118,5111,3853,5016,3685,3700,4293,4243,4880,4814,4643,4771,5037,4595,3836,4372,4060,3260,Uttar Pradesh-Mahasi,Mahasi
5,DILEEP KUMAR,Sarvajan Hitay Party,111,125,162,149,178,92,130,132,181,97,108,123,172,83,105,113,80,116,124,130,100,133,112,115,100,119,92,Uttar Pradesh-Mahasi,Mahasi
6,BUDHARAM,Aam Aadmi Party,26,29,31,28,49,23,32,29,56,21,31,28,38,20,27,33,19,20,22,29,22,26,27,24,29,28,24,Uttar Pradesh-Mahasi,Mahasi
7,LEKHRAJ,Sabka Dal United,26,24,28,11,40,23,14,26,19,21,11,20,16,10,12,18,24,18,20,19,15,12,13,30,10,26,13,Uttar Pradesh-Mahasi,Mahasi
8,GOPAL,Independent,19,25,22,29,31,32,24,27,19,17,13,25,21,14,13,24,15,24,18,13,17,13,25,24,21,29,24,Uttar Pradesh-Mahasi,Mahasi
9,NOTA,None of the Above,129,93,108,90,114,76,68,124,108,64,79,99,93,52,50,104,76,82,80,79,52,47,84,104,54,87,68,Uttar Pradesh-Mahasi,Mahasi
