O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,R-33,R-34,state_city,constituency_from_link
1,Dharmraj Singh Yadav,Samajwadi Party,3094,3469,3993,3686,3428,5388,4056,4074,4882,4064,2831,3442,3483,3063,3567,3590,4122,5186,1806,3294,3139,1825,5230,3955,2400,2725,2815,5321,3661,3815,2006,4952,5112,3282,Uttar Pradesh-Barabanki,Barabanki
2,Dr. Ramkumari Maurya,Bharatiya Janata Party,3685,3054,3535,3568,3428,1961,2805,2239,2421,3394,2402,2136,2536,2783,2738,3184,3559,1638,2576,2704,2227,3518,2621,1663,3906,2053,2377,1608,2971,1737,2726,1831,3020,1592,Uttar Pradesh-Barabanki,Barabanki
3,Roohi Arshad,Indian National Congress,118,123,79,97,198,158,150,132,111,147,120,217,242,175,248,248,85,167,56,112,129,88,88,70,69,84,89,217,184,99,60,102,211,79,Uttar Pradesh-Barabanki,Barabanki
4,Dr. Vivek Singh Verma,Bahujan Samaj Party,1555,1060,1472,1708,1437,490,1466,1464,1212,1163,984,2121,1725,1447,1864,1816,1507,1704,1113,793,834,650,487,240,636,415,453,1356,1554,2090,1410,1724,1260,1055,Uttar Pradesh-Barabanki,Barabanki
5,Er. Pradeep Singh Verma,Aam Aadmi Party,23,20,32,12,30,11,27,26,15,18,29,23,25,34,34,26,22,29,11,2,27,17,19,5,15,11,15,18,28,31,18,29,44,29,Uttar Pradesh-Barabanki,Barabanki
6,Raj Parikshit Singh,Shiv Sena,16,17,12,12,13,7,15,16,6,26,13,20,9,23,27,21,11,21,4,8,8,2,10,7,5,6,3,14,43,9,5,13,18,13,Uttar Pradesh-Barabanki,Barabanki
7,Shyam G,Pichhra Samaj Party,28,16,31,21,37,12,19,19,15,30,20,28,19,21,30,28,23,29,6,16,11,9,16,12,7,7,4,14,31,17,9,19,26,14,Uttar Pradesh-Barabanki,Barabanki
8,NOTA,None of the Above,51,51,68,56,43,55,53,48,38,71,35,52,46,45,56,47,37,72,29,23,27,36,32,27,30,21,25,48,58,53,20,62,62,47,Uttar Pradesh-Barabanki,Barabanki
