O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,state_city,constituency_from_link
1,Kumar Eklavya,Indian National Congress,73,53,42,71,78,68,65,67,90,64,120,77,90,32,104,80,226,115,110,77,59,67,89,96,86,107,147,123,88,96,88,81,Uttar Pradesh-Milak,Milak 
2,Rajbala Singh,Bharatiya Janata Party,2174,2143,1769,2427,3067,1891,1737,2170,3596,3766,3852,3952,2270,969,2807,3463,3695,2637,3101,3689,2538,2605,3062,4877,5061,3382,3943,4093,3628,3549,4645,1263,Uttar Pradesh-Milak,Milak 
3,Vijay Singh,Samajwadi Party,2901,4574,4380,3747,3479,3661,3069,3341,3444,3140,1694,1698,4135,6120,3558,1652,2136,2503,3104,1141,2593,2844,2880,2549,1504,1194,2150,3874,3306,3353,1043,983,Uttar Pradesh-Milak,Milak 
4,Surendra Singh Sagar,Bahujan Samaj Party,1414,386,481,1243,389,1050,1005,1530,267,1026,1370,1250,294,56,1049,1277,1456,1085,712,1251,833,986,991,554,1365,2602,1568,173,359,480,2416,512,Uttar Pradesh-Milak,Milak 
5,Babita Rani,Lok Shakti,23,14,11,34,20,36,21,30,19,19,32,26,21,14,17,28,49,23,31,25,25,33,38,24,33,29,32,9,15,22,35,15,Uttar Pradesh-Milak,Milak 
6,Ankur Sagar,Independent,16,22,21,29,20,16,20,15,23,23,21,27,11,14,18,17,34,17,19,19,19,29,22,15,23,23,27,12,10,19,25,9,Uttar Pradesh-Milak,Milak 
7,NOTA,None of the Above,49,63,40,50,51,70,29,32,53,35,47,39,49,47,58,26,56,36,70,34,53,36,61,31,95,37,42,49,38,38,49,12,Uttar Pradesh-Milak,Milak 
