O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,R-33,state_city,constituency_from_link
1,ABHISHEK SINGH RANA,Indian National Congress,123,119,95,107,102,85,137,164,135,146,82,117,98,87,154,96,98,116,109,82,393,175,140,130,269,213,88,143,137,149,8,26,2,Uttar Pradesh-Sadar,Sadar
2,ARUN VERMA,Samajwadi Party,2821,2338,2477,2553,2843,1555,1678,1942,2342,2835,2471,2245,2443,2647,2224,1698,2719,1675,1858,2620,2184,2616,2004,1286,1957,2631,2554,2767,1859,2628,102,314,136,Uttar Pradesh-Sadar,Sadar
3,OM PRAKASH SINGH (O.P. SINGH),Bahujan Samaj Party,1003,1223,1189,1387,1173,1446,1774,1217,1589,933,1156,1820,1578,1038,1190,1253,1404,1605,1236,1436,803,969,1985,1412,1032,1390,707,1164,1613,1800,143,68,91,Uttar Pradesh-Sadar,Sadar
4,RAJ PRASAD UPADHYAY,Bharatiya Janata Party,3080,2811,3188,2697,2162,3395,3390,2894,3009,1972,2802,3353,2923,3012,3056,2320,2818,3017,3026,2352,2343,2644,2679,3016,3175,3100,2122,2336,3075,2623,218,310,93,Uttar Pradesh-Sadar,Sadar
5,ANIL KUMAR,Most Backward Classes Of India,44,53,52,43,24,56,72,33,52,27,37,48,57,46,38,55,48,56,68,49,46,41,47,57,50,48,31,46,60,46,8,5,0,Uttar Pradesh-Sadar,Sadar
6,ANEES AHMAD,Aazad Samaj Party (Kanshi Ram),30,36,37,37,48,35,48,20,32,33,27,37,42,32,34,26,44,55,45,56,24,13,34,29,48,35,33,26,46,35,6,4,1,Uttar Pradesh-Sadar,Sadar
7,BRIJESH KUMAR,Aam Aadmi Party,20,19,25,19,13,20,29,21,25,12,10,64,27,34,31,20,26,33,23,20,22,24,15,24,16,22,17,20,33,37,4,1,0,Uttar Pradesh-Sadar,Sadar
8,NOTA,None of the Above,30,45,40,76,22,65,71,27,43,30,26,62,52,66,52,42,51,53,45,46,40,34,44,67,51,58,46,39,57,50,6,2,1,Uttar Pradesh-Sadar,Sadar
