O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,state_city,constituency_from_link
1,Gaurang Dev,Indian National Congress,47,73,48,64,44,57,55,48,69,43,70,94,69,56,74,69,52,55,86,118,87,123,62,58,148,72,81,134,79,86,86,52,Uttar Pradesh-Barauli,Barauli
2,Thakur Jaiveer Singh,Bharatiya Janata Party,5131,6036,4880,4407,5069,4999,5723,4220,5592,4055,4265,4755,3341,3960,4193,6104,5542,6369,4378,2869,1092,4524,5839,4737,4598,4006,5059,3369,5301,4757,4059,4099,Uttar Pradesh-Barauli,Barauli
3,NARENDRA KUMAR SHARMA,Bahujan Samaj Party,2135,1951,2270,2153,1746,2033,1129,774,1600,1930,2886,2659,2520,1986,1780,1389,1733,1178,914,567,251,1274,995,3318,2672,3037,1988,1170,2413,1876,1957,763,Uttar Pradesh-Barauli,Barauli
4,Pramod Gaur,Rashtriya Lok Dal,151,287,330,605,123,264,110,1823,261,311,587,187,995,961,1462,258,626,671,1499,4101,4704,2039,1088,625,666,527,484,378,988,1189,2472,1739,Uttar Pradesh-Barauli,Barauli
5,Shakir Ali,All India Majlis-E-Ittehadul Muslimeen,9,8,8,17,9,21,10,45,6,17,52,14,60,33,27,14,16,9,30,73,92,100,18,21,36,29,15,12,27,41,38,19,Uttar Pradesh-Barauli,Barauli
6,Sunita,Aam Aadmi Party,29,38,29,34,20,32,21,15,48,25,39,31,15,37,24,30,24,19,28,21,22,32,36,31,41,28,24,19,39,33,23,26,Uttar Pradesh-Barauli,Barauli
7,DEVENDER KUMAR VERMA,Independent,32,18,17,25,24,25,26,31,27,20,29,35,24,24,23,34,30,31,31,17,13,33,30,29,51,33,35,26,38,21,23,20,Uttar Pradesh-Barauli,Barauli
8,NOTA,None of the Above,21,34,22,33,24,32,24,28,25,25,28,23,25,42,29,38,25,24,51,44,46,53,43,44,48,32,48,36,42,25,38,37,Uttar Pradesh-Barauli,Barauli
