O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,state_city,constituency_from_link
1,Dilnawaz Khan,Rashtriya Lok Dal,1896,1854,2757,2049,1632,1511,1427,1380,3402,5414,1861,1164,1128,3151,2194,583,2388,3667,1047,1282,831,985,681,777,1167,905,1223,5380,1915,1927,1360,269,Uttar Pradesh-Syana,Syana
2,Devendra Singh Lodhi,Bharatiya Janata Party,5276,4386,3954,4637,4352,4937,5112,5695,3636,2999,4893,5137,4298,3774,4837,6785,4194,4064,6370,5961,5905,4274,5931,4930,5651,4621,4922,1730,4050,4436,5179,1416,Uttar Pradesh-Syana,Syana
3,Km. Poonam,Indian National Congress,140,72,51,81,85,144,101,73,77,113,76,74,76,73,110,156,54,42,83,92,178,111,58,104,94,123,48,53,147,62,106,31,Uttar Pradesh-Syana,Syana
4,Sunil Kumar,Bahujan Samaj Party,986,1527,1270,1170,1673,1660,1037,1699,1610,860,1020,815,1465,1325,1365,1375,771,802,535,937,842,1230,1194,1181,798,1293,1037,1294,1095,853,925,399,Uttar Pradesh-Syana,Syana
5,Satvir Singh,Aam Aadmi Party,19,37,19,13,25,26,20,24,27,16,29,64,10,25,15,26,14,21,19,17,13,13,16,33,25,31,18,40,23,18,26,6,Uttar Pradesh-Syana,Syana
6,Gyanesh Kumar Chauhan,Hindustan Utthan Party,31,42,18,17,40,51,29,38,20,18,30,62,142,26,39,48,11,12,27,32,24,20,40,59,29,36,37,26,151,34,35,11,Uttar Pradesh-Syana,Syana
7,Dinesh,Independent,41,32,35,26,28,47,29,27,24,21,30,31,19,27,33,85,33,37,56,43,48,21,43,35,45,41,38,28,41,29,31,5,Uttar Pradesh-Syana,Syana
8,Sangeeta,Independent,46,21,16,28,30,25,42,29,26,9,21,18,25,33,52,49,34,26,56,43,47,27,30,39,40,29,45,24,34,31,29,5,Uttar Pradesh-Syana,Syana
9,NOTA,None of the Above,43,38,30,54,34,25,43,28,47,98,35,22,32,40,35,60,36,59,54,47,52,19,46,54,55,35,59,65,52,45,54,4,Uttar Pradesh-Syana,Syana
