O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,R-33,R-34,state_city,constituency_from_link
1,AWADHESH PRASAD,Samajwadi Party,2725,2797,2722,2535,3326,3086,2645,3034,2190,2550,3381,2970,2808,3202,3372,3702,3371,3015,3443,3586,3366,2926,2447,3387,3271,3283,3273,4035,3058,3495,3417,3519,2420,834,Uttar Pradesh-Milkipur,Milkipur 
2,Baba Gorakhnath,Bharatiya Janata Party,3330,2660,2553,2793,2458,2799,2643,2217,3173,2971,2991,2769,3171,3213,3372,2181,1959,2594,1919,2760,2599,2618,2954,2947,2786,2788,2772,2958,2807,3042,2406,2852,1758,465,Uttar Pradesh-Milkipur,Milkipur 
3,BRIJESH KUMAR,Indian National Congress,111,141,110,83,73,116,67,109,117,100,63,111,147,182,149,93,91,58,114,64,70,75,74,69,108,86,66,71,111,119,88,68,48,8,Uttar Pradesh-Milkipur,Milkipur 
4,Mira Devi,Bahujan Samaj Party,268,377,717,670,535,453,404,337,329,422,252,356,437,405,529,517,444,401,331,369,491,598,372,574,507,460,569,280,249,441,467,356,389,87,Uttar Pradesh-Milkipur,Milkipur 
5,RADHESHYAM,Moulik Adhikar Party,31,24,25,40,24,29,27,19,17,12,19,35,32,35,42,23,30,18,18,22,26,25,18,44,48,27,17,24,19,15,28,21,15,5,Uttar Pradesh-Milkipur,Milkipur 
6,HASH BARDHAN,Aam Aadmi Party,21,30,26,18,25,28,24,22,27,32,28,25,24,35,31,48,16,48,21,20,19,42,17,35,31,11,19,20,17,43,30,43,7,4,Uttar Pradesh-Milkipur,Milkipur 
7,Shiv Murti,Independent,21,27,24,32,22,27,16,22,27,14,30,24,29,32,37,25,19,15,18,18,17,33,14,17,34,19,17,16,17,25,19,26,10,4,Uttar Pradesh-Milkipur,Milkipur 
8,NOTA,None of the Above,72,67,38,92,46,65,59,71,56,30,63,55,62,83,89,60,43,66,48,77,63,76,34,43,62,36,62,45,58,68,39,74,43,14,Uttar Pradesh-Milkipur,Milkipur 
