O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,R-33,R-34,R-35,state_city,constituency_from_link
1,KAMLESH KUMAR VERMA,Indian National Congress,122,153,166,134,92,108,133,149,128,145,184,107,79,115,175,178,163,105,82,117,86,187,172,187,162,189,177,138,166,238,197,207,177,191,50,Uttar Pradesh-Rath,Rath 
2,CHANDRAWATI VERMA,Samajwadi Party,2148,1911,2216,2152,2886,2209,2611,2320,1741,2443,2298,1691,1360,1498,1984,1609,1521,2676,2695,4679,2401,2389,1893,1920,1674,1834,1776,2569,2862,2705,2571,2166,2169,2258,911,Uttar Pradesh-Rath,Rath 
3,PRASANNA BHUSHAN,Bahujan Samaj Party,596,436,614,530,545,597,661,633,622,555,576,613,955,807,623,934,1174,576,467,528,426,930,1115,583,626,883,743,975,1036,854,831,843,652,642,40,Uttar Pradesh-Rath,Rath 
4,MANISHA,Bharatiya Janata Party,4359,4357,4524,3207,1961,4404,4703,3326,3406,3565,4288,3503,4128,4321,4509,4592,4468,4901,4427,4173,4780,4027,4244,5418,4379,3960,3176,3014,3353,3426,5494,3999,4225,3851,637,Uttar Pradesh-Rath,Rath 
5,DHARMENDRA SINGH GAUTAM,Bhartiya Shakti Chetna Party,102,104,105,133,70,74,104,108,85,69,101,67,80,69,84,97,78,89,43,49,46,82,88,115,104,83,98,87,80,95,118,103,118,81,12,Uttar Pradesh-Rath,Rath 
6,MATADEEN,Bahujan Mukti Party,61,50,93,66,37,55,58,80,58,45,53,35,63,62,63,69,75,51,12,28,22,74,62,85,59,137,74,68,36,51,81,78,64,60,10,Uttar Pradesh-Rath,Rath 
7,NARENDRA KUMAR,Independent,49,48,50,51,22,43,59,47,37,63,53,31,35,46,52,62,56,29,18,23,20,45,50,69,57,62,44,51,37,56,56,43,60,50,10,Uttar Pradesh-Rath,Rath 
8,PREETI KANNOJEYA,Independent,43,51,65,70,43,60,48,75,42,62,61,34,55,42,71,58,67,37,26,37,28,65,63,87,67,65,84,55,88,56,68,60,63,48,16,Uttar Pradesh-Rath,Rath 
9,NOTA,None of the Above,116,161,192,138,96,112,137,148,96,136,133,86,111,76,128,165,131,91,72,58,66,127,120,181,157,131,152,104,125,136,136,136,151,121,32,Uttar Pradesh-Rath,Rath 
