O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,state_city,constituency_from_link
1,PRABHU DAYAL,Bahujan Samaj Party,581,470,626,525,1130,476,765,346,475,973,672,541,845,594,245,764,461,373,576,657,583,718,695,626,519,665,140,264,312,57,Uttar Pradesh-Kishni,Kishni
2,DR. PRIYA RANJAN ASHU DIWAKAR,Bharatiya Janata Party,2430,2640,3312,3299,1710,3054,3582,2824,2503,2666,3364,2868,1441,3009,2557,1851,3134,2498,2344,2677,2987,3312,2761,1684,2583,3215,2054,3911,1078,372,Uttar Pradesh-Kishni,Kishni
3,ENG. BRAJESH KATHERIYA,Samajwadi Party,2849,3721,2185,3321,4098,2951,2462,3541,3193,3913,3335,2821,3355,2431,3457,3055,3424,3126,2910,3170,3020,3051,4176,3993,2392,2472,4062,1921,6543,1543,Uttar Pradesh-Kishni,Kishni
4,DR. VIJAY NARAIN SINGH ASST. PROFESSOR,Indian National Congress,34,49,92,46,83,32,62,38,22,48,60,47,25,29,88,46,86,22,46,48,60,89,98,141,25,33,38,23,43,10,Uttar Pradesh-Kishni,Kishni
5,PAPPU,Aam Aadmi Party,13,19,10,39,18,44,15,32,22,30,43,23,37,20,43,28,49,23,15,44,27,28,31,48,20,17,12,23,20,2,Uttar Pradesh-Kishni,Kishni
6,RAMANAND,Independent,16,16,17,18,14,16,20,14,13,22,26,16,13,17,30,13,16,20,16,26,20,15,14,9,20,17,7,19,16,1,Uttar Pradesh-Kishni,Kishni
7,NOTA,None of the Above,32,35,52,34,24,35,108,29,36,40,26,34,26,27,96,79,42,24,47,44,49,60,26,35,29,40,14,29,31,2,Uttar Pradesh-Kishni,Kishni
