O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,R-33,state_city,constituency_from_link
1,NIKLESH SAROJ,Indian National Congress,98,77,74,158,58,139,97,89,106,110,75,111,79,124,99,94,109,108,93,112,123,96,84,136,106,108,93,97,117,73,86,92,21,Uttar Pradesh-Kadipur,Kadipur 
2,BHAGELU RAM,Samajwadi Party,2488,3096,2409,2112,1442,2577,2002,2398,2477,2065,2241,2188,1957,2054,1228,2017,2211,2359,2032,1959,2107,2054,2096,2456,2044,2337,1665,1648,2883,2215,2329,2543,405,Uttar Pradesh-Kadipur,Kadipur 
3,RAJESH KUMAR GAUTAM,Bharatiya Janata Party,2567,3090,2988,3433,3588,2862,3684,3269,3671,3571,3133,2944,2795,2750,3159,2850,2767,2974,3385,2825,3305,2878,3460,2956,3124,2648,2874,2857,2492,2218,2481,2154,403,Uttar Pradesh-Kadipur,Kadipur 
4,HEERA LAL,Bahujan Samaj Party,1636,1095,1459,1408,1548,1741,1117,849,1783,1243,1771,1431,1071,869,1035,1396,1479,1588,1423,1858,2175,1599,1521,1593,1478,1796,1222,1588,1548,1624,1148,1101,82,Uttar Pradesh-Kadipur,Kadipur 
5,MUKHRAM,Aam Janta Party (India),41,27,66,34,39,38,34,18,62,38,38,41,35,44,48,39,30,41,24,35,55,26,32,48,51,51,28,52,43,41,36,37,4,Uttar Pradesh-Kadipur,Kadipur 
6,DHARMENDRA KUMAR,Independent,28,28,32,48,26,36,38,19,38,25,42,34,26,35,36,34,41,31,29,31,41,39,30,41,36,38,28,37,26,30,31,30,4,Uttar Pradesh-Kadipur,Kadipur 
7,HARI LAL,Independent,32,29,37,35,28,31,42,27,47,49,48,45,29,39,29,43,43,31,32,44,62,35,43,56,38,34,37,32,36,44,33,42,10,Uttar Pradesh-Kadipur,Kadipur 
8,NOTA,None of the Above,47,37,44,74,33,51,58,26,60,59,49,35,39,57,47,52,45,56,54,50,72,66,43,68,59,53,35,49,64,48,48,49,8,Uttar Pradesh-Kadipur,Kadipur 
