O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,R-33,R-34,R-35,state_city,constituency_from_link
1,Akash Saxena (Honey),Bharatiya Janata Party,1006,192,490,984,1189,349,310,515,2198,2562,2087,319,561,1414,1782,423,158,725,4317,3410,4704,4398,2438,3574,2474,2535,3533,1904,5817,4252,4618,6741,3144,382,161,Uttar Pradesh-Rampur,Rampur  
2,Mohammad Azam Khan,Samajwadi Party,5090,5993,5757,5630,4305,4884,5209,4740,3999,3284,3745,5566,5440,5394,4226,5083,5671,4797,1505,1986,1361,1389,3736,2455,3811,4810,4065,5059,2765,3290,3391,1350,166,81,495,Uttar Pradesh-Rampur,Rampur  
3,Nawab Kazim Ali Khan,Indian National Congress,136,250,280,119,164,128,129,109,122,132,153,171,205,243,146,130,131,94,221,62,78,50,70,51,85,70,66,95,73,57,100,32,25,2,11,Uttar Pradesh-Rampur,Rampur  
4,Sadaqat Hussain,Bahujan Samaj Party,26,15,16,15,92,11,20,22,16,6,41,19,44,26,26,29,24,20,91,126,136,106,34,165,117,509,624,623,491,668,215,261,241,6,7,Uttar Pradesh-Rampur,Rampur  
5,Faisal Khan,Aam Aadmi Party,58,56,43,77,68,68,99,83,48,33,26,56,67,86,62,143,193,67,29,71,54,26,50,29,15,42,28,29,18,14,39,21,4,3,0,Uttar Pradesh-Rampur,Rampur  
6,Javed Khan,Independent,2,8,2,3,4,3,4,3,5,0,2,2,8,5,2,3,4,2,10,4,4,2,8,11,11,9,12,8,13,14,12,9,8,0,0,Uttar Pradesh-Rampur,Rampur  
7,Habib Ul Zafar Khan,Independent,8,5,10,7,8,9,13,7,4,2,3,4,13,14,6,5,15,8,5,4,1,3,13,20,13,17,13,7,27,17,23,14,8,0,0,Uttar Pradesh-Rampur,Rampur  
8,NOTA,None of the Above,22,20,26,24,25,24,18,25,25,15,21,17,32,33,23,24,24,29,44,40,31,45,54,63,36,65,37,38,83,68,34,65,35,0,2,Uttar Pradesh-Rampur,Rampur  
