O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,state_city,constituency_from_link
1,MU. ILIYAS,Indian National Congress,328,87,45,72,130,93,146,85,95,109,88,82,359,112,222,167,156,1124,174,237,82,140,188,57,226,257,85,152,75,59,46,Uttar Pradesh-Meerganj,Meerganj
2,KUNWAR BHANU PRATAP SINGH KUNWAR PRATAP,Bahujan Samaj Party,187,487,599,2252,700,660,920,394,305,632,549,583,210,433,518,733,360,183,900,457,554,1150,780,838,376,486,428,477,826,741,409,Uttar Pradesh-Meerganj,Meerganj
3,DR. D. C. VERMA,Bharatiya Janata Party,1099,3004,3168,2682,3029,3878,4392,4006,3558,5006,4277,4061,2836,4778,4570,4748,3572,1520,4031,3253,4281,4589,4921,4133,3765,4254,3119,3310,5172,4514,2665,Uttar Pradesh-Meerganj,Meerganj
4,SULTAN BEG,Samajwadi Party,6506,4102,4009,1733,3306,2272,2280,3165,3211,1442,2666,1831,4580,1840,2253,1911,3541,4265,2116,3411,1111,1725,1642,1489,2603,2645,3352,3141,1572,1184,2711,Uttar Pradesh-Meerganj,Meerganj
5,YOGESH KUMAR,Aam Aadmi Party,26,16,25,28,31,29,33,26,29,17,27,38,52,20,38,23,30,26,15,26,21,22,22,25,22,20,25,16,34,24,30,Uttar Pradesh-Meerganj,Meerganj
6,LAIK AHAMAD MANSURI,VANCHITSAMAJ INSAAF PARTY,12,20,19,34,19,35,39,30,22,32,15,28,23,27,42,28,20,4,44,17,26,31,45,35,30,22,11,22,33,28,15,Uttar Pradesh-Meerganj,Meerganj
7,JAVED KHAN,Independent,17,19,20,50,26,35,27,18,21,19,12,30,19,20,37,40,23,9,16,19,20,38,44,11,14,24,21,12,34,25,12,Uttar Pradesh-Meerganj,Meerganj
8,NOTA,None of the Above,44,23,37,45,40,39,35,43,28,30,33,29,44,31,48,39,43,32,26,15,25,49,41,44,46,59,31,40,51,41,28,Uttar Pradesh-Meerganj,Meerganj
