O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,state_city,constituency_from_link
1,Mahesh Chandra Gupta,Bharatiya Janata Party,3365,3315,3486,3562,3737,2961,5502,2536,1357,4199,4714,2211,1861,2096,4845,3248,4477,3466,3182,3506,3475,4166,2979,2626,3661,4280,3441,3555,2669,1671,568,Uttar Pradesh-Badaun,Badaun
2,Rais Ahmad,Samajwadi Party,2383,3752,2426,1451,1928,3033,1267,4370,5828,3075,2493,5246,4975,5270,2052,3048,1141,2539,3100,2210,2650,2137,3387,3687,3028,1849,2138,3274,2993,2387,163,Uttar Pradesh-Badaun,Badaun
3,Rajni Singh,Indian National Congress,135,80,132,98,96,108,44,105,79,39,66,46,47,67,54,36,79,58,61,62,79,83,97,71,72,61,77,96,57,35,5,Uttar Pradesh-Badaun,Badaun
4,Rajesh Kumar Singh,Bahujan Samaj Party,1783,743,1160,1021,1337,802,392,1284,102,276,103,156,210,71,286,624,512,470,1028,1296,787,929,777,716,625,1039,1994,1161,1099,207,12,Uttar Pradesh-Badaun,Badaun
5,Usaman Gaddi,VANCHITSAMAJ INSAAF PARTY,39,28,33,23,36,33,25,21,12,9,11,19,21,16,8,15,7,14,29,38,26,32,12,21,18,36,51,28,31,13,1,Uttar Pradesh-Badaun,Badaun
6,Nandram,Bharatiya Subhash Sena,21,7,7,15,11,11,8,13,6,7,2,8,6,7,4,5,3,11,16,15,21,18,14,9,13,24,18,11,9,10,3,Uttar Pradesh-Badaun,Badaun
7,Hem Singh,Independent,22,19,11,11,20,19,14,14,8,7,6,8,13,8,9,6,3,11,13,11,13,21,10,10,14,15,16,18,9,9,0,Uttar Pradesh-Badaun,Badaun
8,NOTA,None of the Above,47,33,61,53,54,51,37,52,24,49,44,26,35,33,29,41,46,36,53,73,35,61,39,31,53,71,65,69,38,43,1,Uttar Pradesh-Badaun,Badaun
