O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,R-33,state_city,constituency_from_link
1,DHARM SINGH GAUTAM,Bahujan Samaj Party,2154,1352,1595,1525,1537,1644,1497,605,746,1151,2339,2066,2088,2191,2375,1947,1922,1921,1378,1884,1952,1569,2157,2142,1492,1390,1722,2004,2042,1733,2662,1014,366,Uttar Pradesh-Muhammadabad-Gohna,Muhammadabad-Gohna
2,POONAM SAROJ,Bharatiya Janata Party,2297,2523,1951,1424,1527,1774,3256,1503,1797,2720,1390,1726,3106,1934,2368,2093,2149,2464,2429,2262,2642,2022,2946,2410,2141,2628,1584,1601,2668,1905,1441,711,383,Uttar Pradesh-Muhammadabad-Gohna,Muhammadabad-Gohna
3,BANVARI RAM,Indian National Congress,88,117,69,67,67,86,112,84,58,107,82,63,101,82,86,94,72,86,74,58,75,45,81,60,67,74,73,78,66,56,66,36,16,Uttar Pradesh-Muhammadabad-Gohna,Muhammadabad-Gohna
4,RAJENDRA KUMAR,Samajwadi Party,2627,2523,3084,3275,4873,3296,1743,5638,4938,3604,3167,2458,2715,3320,2866,3297,2950,1702,2786,2999,2436,2599,2662,1946,2527,2894,3358,2398,2004,2611,2968,1460,415,Uttar Pradesh-Muhammadabad-Gohna,Muhammadabad-Gohna
5,ANKIT KUMAR RAO,Aam Aadmi Party,28,29,26,28,18,19,21,16,23,17,37,24,28,31,28,19,17,16,15,26,30,17,26,13,23,29,23,21,19,21,25,14,5,Uttar Pradesh-Muhammadabad-Gohna,Muhammadabad-Gohna
6,MAHENDRA SONKAR,Jan Adhikar Party,350,45,122,415,284,145,25,145,195,87,358,109,13,19,147,100,57,20,29,48,14,53,52,9,31,75,82,43,33,11,25,38,4,Uttar Pradesh-Muhammadabad-Gohna,Muhammadabad-Gohna
7,DINANATH PRASAD,Independent,20,18,19,10,13,12,17,13,9,9,19,4,20,19,23,14,7,15,15,14,30,9,18,11,12,18,11,14,14,12,21,5,3,Uttar Pradesh-Muhammadabad-Gohna,Muhammadabad-Gohna
8,MONOO,Independent,35,26,27,25,24,28,32,23,11,23,42,22,19,31,38,27,28,30,24,19,36,24,20,27,24,19,14,28,35,26,29,11,5,Uttar Pradesh-Muhammadabad-Gohna,Muhammadabad-Gohna
9,NOTA,None of the Above,62,61,44,53,41,59,48,26,27,41,49,37,51,54,68,45,38,48,38,28,85,49,65,42,49,47,31,51,53,60,59,23,6,Uttar Pradesh-Muhammadabad-Gohna,Muhammadabad-Gohna
