O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,R-33,R-34,state_city,constituency_from_link
1,ASHOK KUMAR,Bahujan Samaj Party,2343,1107,180,3187,3628,910,912,1241,391,524,788,1413,2181,3411,1343,494,1325,1551,872,1089,1969,973,1319,449,1393,2726,2187,465,1840,1252,1070,1654,1449,571,Uttar Pradesh-Baldev,Baldev 
2,PURAN PRAKASH,Bharatiya Janata Party,2912,4021,4014,3380,3130,3883,3124,3308,2531,2840,2652,3528,4088,3072,3246,1807,2521,2809,2615,4374,1157,2294,2520,2428,2743,2675,3610,4341,3389,3051,3846,4394,4456,2888,Uttar Pradesh-Baldev,Baldev 
3,BABITA DEVI,Rashtriya Lok Dal,1456,1889,3526,1048,893,1551,2724,2449,3062,3521,2998,1261,2329,1179,2357,3376,2756,3422,3074,959,4337,4257,3854,3694,3409,1935,1388,2658,2468,2620,1046,1712,1317,2076,Uttar Pradesh-Baldev,Baldev 
4,VINESH KUMAR SANWAL,Indian National Congress,67,91,86,84,100,56,54,65,47,56,56,76,104,42,50,36,43,93,92,181,61,61,43,28,56,47,50,58,53,36,115,46,60,35,Uttar Pradesh-Baldev,Baldev 
5,JIVAN LAL,Aam Aadmi Party,12,14,28,19,24,10,26,21,24,15,15,15,25,21,14,42,45,26,23,16,33,28,29,24,32,5,22,20,31,9,17,14,17,14,Uttar Pradesh-Baldev,Baldev 
6,BHUPENDRA KUMAR DHANGAR,Rashtriya Shoshit Samaj Party,117,22,15,36,106,16,27,46,21,21,17,46,30,20,15,36,132,80,26,23,17,55,67,40,48,27,30,127,36,16,42,32,22,20,Uttar Pradesh-Baldev,Baldev 
7,NOTA,None of the Above,36,27,49,48,47,25,32,43,13,17,25,47,47,30,48,17,34,40,25,40,41,49,37,20,38,49,40,24,48,33,30,35,48,43,Uttar Pradesh-Baldev,Baldev 
