O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,R-33,R-34,R-35,state_city,constituency_from_link
1,BRAJENDRA PRATAP SINGH,Bahujan Samaj Party,724,451,395,671,1279,120,780,728,265,778,947,900,984,386,327,272,99,141,426,294,385,1223,421,167,251,250,402,275,292,392,505,418,849,396,242,Uttar Pradesh-Jaswantnagar,Jaswantnagar
2,VIVEK SHAKYA,Bharatiya Janata Party,2884,1503,1759,2665,2180,2321,2695,2957,2499,2421,2758,2613,3084,1059,2243,2068,539,494,1527,1320,1802,1738,1273,1153,1082,1473,1485,1960,3259,2323,1807,2632,1826,1810,1242,Uttar Pradesh-Jaswantnagar,Jaswantnagar
3,SHIVPAL SINGH YADAV,Samajwadi Party,3662,5018,6037,4072,3558,3699,4389,3423,3085,3091,2959,3863,3148,6736,5125,5084,8948,7975,6589,4772,4935,3225,5172,5752,5577,5013,4106,4263,3406,3999,4351,3329,3569,4698,1903,Uttar Pradesh-Jaswantnagar,Jaswantnagar
4,MADHU,Jan Adhikar Party,45,44,32,306,104,46,80,34,102,27,34,330,119,138,32,156,102,50,67,58,63,40,55,37,130,262,161,120,619,277,151,170,82,461,19,Uttar Pradesh-Jaswantnagar,Jaswantnagar
5,GYANESH KUMAR,Aam Aadmi Party,10,10,9,18,13,14,26,11,16,16,10,26,15,23,22,16,7,16,12,7,15,32,11,17,6,18,20,10,11,11,13,13,10,23,5,Uttar Pradesh-Jaswantnagar,Jaswantnagar
6,ASHUTOSH KUMAR,Independent,18,15,24,13,10,14,28,17,22,19,14,13,14,16,27,24,15,11,27,21,24,29,28,15,21,25,14,21,33,14,21,21,17,28,11,Uttar Pradesh-Jaswantnagar,Jaswantnagar
7,VISHWANATH PRATAP,Independent,18,14,16,21,19,11,30,20,29,17,21,16,23,18,26,18,9,13,22,22,26,25,20,18,16,22,17,21,43,18,21,28,19,31,10,Uttar Pradesh-Jaswantnagar,Jaswantnagar
8,NOTA,None of the Above,50,17,36,29,40,25,45,27,43,25,45,29,34,36,39,35,26,29,31,22,28,49,36,22,30,34,31,29,38,32,40,39,36,45,27,Uttar Pradesh-Jaswantnagar,Jaswantnagar
