O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,state_city,constituency_from_link
1,KARAN PAL SINGH,Bahujan Samaj Party,1318,1033,1480,1098,554,1921,891,712,733,768,817,614,824,558,191,709,476,354,656,740,473,560,990,953,621,973,1396,1257,194,538,Uttar Pradesh-Debai,Debai
2,CHANDRAPAL SINGH,Bharatiya Janata Party,3107,4126,3601,4318,4438,3611,5291,4416,4231,4605,5349,4453,4369,3820,3806,4722,3660,4992,5289,5454,5330,5587,4028,4017,4877,3797,3961,4034,3857,1068,Uttar Pradesh-Debai,Debai
3,SUNITA DEVI,Indian National Congress,70,65,74,46,65,49,122,74,56,42,51,55,53,57,59,177,53,68,56,56,54,36,94,56,49,81,61,55,74,36,Uttar Pradesh-Debai,Debai
4,HARISH KUMAR,Samajwadi Party,1455,1302,1299,1493,2502,1060,1901,2127,1417,1215,1380,2383,1446,3778,2904,2051,2923,3111,2436,1792,1690,1310,2184,2028,1942,1671,1360,1351,4266,2516,Uttar Pradesh-Debai,Debai
5,MANOJ,Aam Aadmi Party,56,24,22,119,51,21,33,34,20,23,33,28,27,34,33,23,39,74,28,20,22,29,27,27,23,31,27,24,52,25,Uttar Pradesh-Debai,Debai
6,MUKESH KUMAR,Independent,9,15,13,14,22,23,40,13,21,19,22,13,11,10,22,14,19,7,98,10,16,19,14,23,15,14,17,20,20,10,Uttar Pradesh-Debai,Debai
7,RAJPAL SINGH,Independent,35,35,24,32,50,35,57,42,34,38,43,24,33,12,26,20,35,42,34,36,26,35,44,26,35,18,31,31,19,16,Uttar Pradesh-Debai,Debai
8,NOTA,None of the Above,47,32,33,35,39,46,58,42,44,56,49,28,46,29,29,34,53,33,34,46,32,35,45,38,36,45,51,45,47,30,Uttar Pradesh-Debai,Debai
