O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,state_city,constituency_from_link
1,Umar Ali Khan,Samajwadi Party,6774,2455,3861,5384,5371,5287,3310,5990,7418,5252,2436,3956,6886,4718,2350,4464,5109,5514,5754,4682,3021,3920,3361,1791,6138,3348,1907,2082,2187,4519,3417,1734,Uttar Pradesh-Behat,Behat
2,Naresh Saini,Bharatiya Janata Party,2326,2991,3682,3237,1325,2674,4316,1629,1438,2193,4418,3526,732,2420,5050,3595,2858,2702,1824,3470,3168,3911,4048,4915,619,2591,4168,5167,3978,2605,3960,853,Uttar Pradesh-Behat,Behat
3,Poonam Kamboj,Indian National Congress,60,43,43,54,24,35,59,41,25,79,126,32,31,32,44,31,23,52,23,50,60,31,29,59,26,29,128,94,68,114,59,22,Uttar Pradesh-Behat,Behat
4,Rais Malik,Bahujan Samaj Party,1053,2088,1596,943,1435,875,1153,2173,676,1636,2221,1698,614,1287,1128,859,1498,2175,1087,1384,2282,1135,1174,1607,1696,1595,2517,1240,1531,1028,1472,154,Uttar Pradesh-Behat,Behat
5,Sushil Kumar,Aam Aadmi Party,31,26,18,92,17,17,8,19,4,21,9,13,12,33,64,11,6,19,9,20,27,8,58,61,13,14,88,403,14,10,12,4,Uttar Pradesh-Behat,Behat
6,Ali Khan,Independent,10,21,14,21,10,8,8,7,6,7,16,15,8,14,29,9,11,15,6,17,20,4,19,10,15,17,21,20,17,7,7,0,Uttar Pradesh-Behat,Behat
7,Mo. IKram,Independent,11,10,14,11,6,5,7,11,4,2,5,13,6,6,15,11,5,10,5,5,6,6,15,13,8,10,9,20,7,10,5,0,Uttar Pradesh-Behat,Behat
8,Dharampal Singh,Independent,21,26,20,18,12,17,16,13,10,14,17,17,16,24,26,15,16,15,13,18,10,16,34,35,12,15,19,42,11,12,9,1,Uttar Pradesh-Behat,Behat
9,NOTA,None of the Above,56,40,42,51,28,45,26,25,29,34,25,32,52,34,70,38,28,32,32,31,22,23,51,33,46,20,33,58,27,21,24,8,Uttar Pradesh-Behat,Behat
