O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,R-33,R-34,R-35,state_city,constituency_from_link
1,KIRTI,Samajwadi Party,2171,1675,2707,1627,1597,1887,1945,1687,1278,1764,1919,2100,2300,2288,1680,2104,2451,2073,2027,1527,1720,1499,1049,1328,2421,1458,1569,1701,1687,2399,1960,2777,2025,820,826,Uttar Pradesh-Chhanbey,Chhanbey 
2,DHANESHWAR,Bahujan Samaj Party,1221,1774,1559,2124,1401,1177,981,1141,588,1087,1032,993,1062,1084,166,1071,981,1014,605,688,976,468,744,464,741,850,816,660,786,841,807,514,1030,130,508,Uttar Pradesh-Chhanbey,Chhanbey 
3,BHAGWATI PRASAD CHAUDHARY,Indian National Congress,147,89,168,93,206,132,92,110,163,240,229,126,86,78,77,126,124,84,80,71,77,78,63,91,109,77,86,170,89,127,131,126,95,36,40,Uttar Pradesh-Chhanbey,Chhanbey 
4,DHARMRAJ KOL,Communist Party of India (Marxist-Leninist) (Liberation),28,30,56,49,33,57,52,36,67,76,99,61,41,49,61,40,37,42,61,128,63,56,71,87,34,25,30,24,33,39,28,34,32,18,11,Uttar Pradesh-Chhanbey,Chhanbey 
5,RAHUL PRAKASH KOL,Apna Dal (Soneylal),1740,2570,2478,2190,2865,3248,2711,2903,3822,3442,3720,3801,2641,2810,3683,3416,3249,3005,3321,3783,3236,3872,4079,3799,2763,2709,2500,2569,3114,3126,2114,2846,2500,615,1126,Uttar Pradesh-Chhanbey,Chhanbey 
6,SHIV PUJAN,Rashtriya Samaj Paksha,55,164,52,110,122,73,106,73,117,146,204,171,80,81,82,50,99,82,92,226,155,148,132,131,36,56,51,50,43,52,28,86,37,22,16,Uttar Pradesh-Chhanbey,Chhanbey 
7,SAROJ SARGAM,Bahujan Mukti Party,27,38,36,33,72,180,491,85,42,42,87,60,48,37,55,59,55,57,24,76,54,34,65,70,153,51,80,86,135,196,147,124,157,66,9,Uttar Pradesh-Chhanbey,Chhanbey 
8,SARVESH KUMAR,Jan Adhikar Party,102,137,191,106,64,59,69,53,41,71,69,70,70,165,32,44,46,64,73,90,133,235,74,126,35,30,49,26,36,46,29,59,43,26,26,Uttar Pradesh-Chhanbey,Chhanbey 
9,NOTA,None of the Above,107,59,57,68,84,74,106,85,158,103,141,107,103,93,76,71,120,97,91,155,126,123,124,108,65,88,109,85,84,93,48,89,87,10,25,Uttar Pradesh-Chhanbey,Chhanbey 
