O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,state_city,constituency_from_link
1,Arvind Giri,Bharatiya Janata Party,4672,5161,3986,3641,3814,4500,4647,5185,4103,4794,3648,4118,3768,3455,4535,3911,4161,4309,3912,3904,3997,3445,4278,3511,4131,3693,4251,3576,3544,2878,2418,2304,Uttar Pradesh-Gola Gokrannath,Gola Gokrannath
2,Prahlad Patel,Indian National Congress,72,121,115,84,76,119,91,176,139,112,152,135,125,47,60,74,89,83,75,131,120,86,108,73,129,67,88,89,91,266,264,50,Uttar Pradesh-Gola Gokrannath,Gola Gokrannath
3,Vinay Tiwari,Samajwadi Party,2657,2086,2417,2328,2718,3026,3135,1897,3542,3974,2786,3472,4132,3175,1611,2562,2772,3034,2550,2514,2517,3191,3145,3916,2928,2470,3456,2900,3308,5741,4799,1789,Uttar Pradesh-Gola Gokrannath,Gola Gokrannath
4,Patel Shikha Ashok Kanaujiya,Bahujan Samaj Party,214,844,2224,1232,904,698,1016,944,753,811,1288,1314,665,237,89,190,157,144,304,619,716,434,811,652,1165,1868,1067,2017,1149,891,1301,167,Uttar Pradesh-Gola Gokrannath,Gola Gokrannath
5,Abhishekh Kumari,Nai Kranti Party,13,30,61,52,37,30,50,65,61,29,48,39,33,9,7,63,13,9,16,45,20,16,36,29,50,58,42,47,34,43,45,13,Uttar Pradesh-Gola Gokrannath,Gola Gokrannath
6,Ram Niwas Verma,Aam Aadmi Party,11,15,39,17,23,35,35,25,41,26,21,23,37,19,13,22,31,49,42,65,156,257,84,38,47,152,282,216,22,21,27,11,Uttar Pradesh-Gola Gokrannath,Gola Gokrannath
7,Siddharth Shukla,Independent,8,23,29,20,23,25,32,28,29,22,16,21,26,16,17,14,41,17,19,29,15,16,26,19,28,24,21,31,23,21,21,10,Uttar Pradesh-Gola Gokrannath,Gola Gokrannath
8,NOTA,None of the Above,49,75,82,82,56,70,87,95,75,77,67,76,74,40,42,41,36,46,46,47,53,55,46,59,66,69,74,69,67,68,45,37,Uttar Pradesh-Gola Gokrannath,Gola Gokrannath
