O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,state_city,constituency_from_link
1,ANAND SWARUP SHUKLA,Bharatiya Janata Party,1032,1380,2193,2649,2140,2566,2777,2828,1881,1768,1728,1427,1873,1313,1738,2258,1860,2619,2152,2770,1737,3093,2746,2097,1959,1656,1062,2008,478,Uttar Pradesh-Bairia,Bairia
2,JAI PRAKASH ANCHAL,Samajwadi Party,4731,3828,2376,2171,2473,1644,1382,1759,2547,2541,1669,1852,2404,1929,2764,991,2282,2188,3118,2686,2891,2219,2970,2767,2375,1995,4610,1817,1770,Uttar Pradesh-Bairia,Bairia
3,SUBHASH YADAV,Bahujan Samaj Party,386,586,285,468,516,500,315,503,473,352,256,382,748,1003,323,279,351,183,348,525,234,258,208,583,855,477,432,659,144,Uttar Pradesh-Bairia,Bairia
4,KUMARI SONA,Indian National Congress,39,54,47,53,44,62,21,53,45,102,25,43,43,43,33,14,36,32,37,66,45,40,46,41,39,30,30,23,10,Uttar Pradesh-Bairia,Bairia
5,ASHOK KUMAR MAURYA,Jan Adhikar Party,20,40,22,18,12,11,11,17,19,23,16,22,18,23,17,13,26,22,32,30,23,40,49,21,25,23,12,17,9,Uttar Pradesh-Bairia,Bairia
6,RAJNISH,Aam Aadmi Party,29,30,34,25,16,20,15,21,17,20,36,38,44,33,34,20,31,25,29,22,26,27,23,40,29,33,30,29,11,Uttar Pradesh-Bairia,Bairia
7,SURENDRA NATH SINGH,Vikassheel Insaan Party,459,841,857,610,504,785,462,407,621,1295,2231,1421,1278,1162,1227,1025,1358,896,583,634,1508,1345,921,1338,681,1415,1225,1185,176,Uttar Pradesh-Bairia,Bairia
8,SURYA BALI PRASAD,Bahujan Mukti Party,65,62,44,43,31,26,30,45,33,35,46,32,56,58,49,16,40,29,33,31,44,42,27,54,35,114,57,28,19,Uttar Pradesh-Bairia,Bairia
9,NOTA,None of the Above,80,127,55,77,62,57,73,70,57,56,59,47,117,55,85,41,65,56,62,66,56,80,63,104,59,60,75,69,23,Uttar Pradesh-Bairia,Bairia
