O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,R-33,R-34,R-35,state_city,constituency_from_link
1,ASHUTOSH MAURYA URF RAJU,Samajwadi Party,3317,4521,1893,2581,3088,3340,4257,4736,3867,3606,2169,2436,2276,5209,3504,3649,2381,4147,3393,3469,2495,1959,1735,2436,3146,3982,4535,3314,2595,3506,4098,2143,3055,3152,121,Uttar Pradesh-Bisauli,Bisauli 
2,KUSHAGRA SAGAR,Bharatiya Janata Party,3857,2323,3427,3888,3639,2890,2878,2562,1517,3587,4398,3479,3925,1872,3158,2930,4931,3104,3195,2920,3410,4000,3276,4261,2726,2575,2238,3845,3676,2669,1326,4057,3287,2523,176,Uttar Pradesh-Bisauli,Bisauli 
3,JAYPAL SINGH,Bahujan Samaj Party,512,1091,1299,551,1022,678,607,496,364,582,1170,982,757,156,1011,517,69,117,733,795,1329,721,1233,792,655,542,583,494,844,567,90,832,582,526,115,Uttar Pradesh-Bisauli,Bisauli 
4,PRAGYA YASHODA,Indian National Congress,34,48,44,30,26,77,41,26,17,47,53,44,29,10,23,18,14,19,38,61,39,19,29,26,25,20,20,23,58,20,11,46,16,36,1,Uttar Pradesh-Bisauli,Bisauli 
5,REKHA CHANDRA,Jan Adhikar Party,51,12,23,12,19,17,11,34,22,25,20,32,89,40,180,44,38,40,18,35,17,36,12,22,509,202,170,17,43,38,57,107,33,43,0,Uttar Pradesh-Bisauli,Bisauli 
6,HARI PRAKASH ARYA,Sanyukt Samajwadi Dal,42,26,25,42,21,24,20,19,20,20,24,26,25,18,23,16,28,20,15,9,24,26,25,23,25,20,11,27,24,18,15,32,15,17,0,Uttar Pradesh-Bisauli,Bisauli 
7,GAUTAM KUMAR,Independent,17,16,23,16,29,16,9,15,12,26,31,23,20,15,29,10,14,10,17,17,30,11,27,20,22,27,13,22,18,8,5,16,12,12,1,Uttar Pradesh-Bisauli,Bisauli 
8,SURENDRA,Independent,29,22,28,36,30,19,25,29,14,35,33,29,39,16,33,19,12,17,24,38,31,38,26,34,34,21,13,27,28,16,4,44,17,23,0,Uttar Pradesh-Bisauli,Bisauli 
9,NOTA,None of the Above,57,64,61,63,75,53,68,56,39,48,43,41,55,61,66,35,22,38,57,52,65,68,50,56,61,71,47,67,59,50,25,51,26,33,2,Uttar Pradesh-Bisauli,Bisauli 
