O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,state_city,constituency_from_link
1,Atal Kumar Shukla,Indian National Congress,542,77,100,72,166,101,71,90,78,101,72,81,119,71,82,75,72,85,140,56,75,64,60,72,93,85,46,8,Uttar Pradesh-Nighasan,Nighasan
2,R A Usmani,Bahujan Samaj Party,1310,463,432,1086,1024,625,411,616,852,806,130,290,280,116,98,296,261,310,1024,716,541,577,928,766,609,660,122,5,Uttar Pradesh-Nighasan,Nighasan
3,R S Kushwaha,Samajwadi Party,2736,3719,3204,2727,2971,2402,3602,3166,2449,2694,4140,3236,3556,2087,2774,2846,4378,2954,2822,3717,2755,4358,2414,2265,4090,3674,3166,253,Uttar Pradesh-Nighasan,Nighasan
4,Shashank Verma,Bharatiya Janata Party,5056,5641,5825,4514,4785,4492,4822,4840,3638,4820,5352,5382,4475,5220,5592,4476,3226,5933,5292,4342,5112,4052,3933,4001,4205,3429,3522,385,Uttar Pradesh-Nighasan,Nighasan
5,Qamrul Huda,Jan Adhikar Party,85,116,130,105,102,68,104,134,77,101,115,78,88,108,59,70,71,126,133,102,123,113,118,113,89,93,80,6,Uttar Pradesh-Nighasan,Nighasan
6,Harish Verma,Aam Aadmi Party,40,37,41,214,41,23,42,33,22,38,28,26,15,30,27,30,34,31,41,41,48,22,30,28,28,27,21,9,Uttar Pradesh-Nighasan,Nighasan
7,Chandra Pratap Lodhi,Independent,35,37,51,36,29,18,24,27,15,28,25,17,17,24,21,20,13,30,31,33,32,35,43,20,34,36,14,1,Uttar Pradesh-Nighasan,Nighasan
8,NOTA,None of the Above,114,107,119,96,93,75,66,81,54,83,83,84,62,66,61,65,61,88,80,95,91,93,108,85,63,54,63,0,Uttar Pradesh-Nighasan,Nighasan
