O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,state_city,constituency_from_link
1,RADHE SHYAM,Indian National Congress,59,60,58,75,74,98,78,65,67,43,205,114,88,59,77,51,63,60,45,48,65,48,102,84,75,87,7,Uttar Pradesh-Kasta,Kasta 
2,SUNEEL KUMAR LALA,Samajwadi Party,3238,4356,4688,4339,4247,3541,4125,3325,3507,2615,4693,3377,3792,2928,3451,3245,2621,2106,2519,2429,4249,3068,3553,2965,2719,3046,187,Uttar Pradesh-Kasta,Kasta 
3,SAURABH SINGH,Bharatiya Janata Party,4414,3661,3966,3942,4164,4951,3512,4860,3813,3702,2814,4943,4185,4279,3929,3923,3375,4183,4435,4144,3698,3573,3986,3974,3814,2625,228,Uttar Pradesh-Kasta,Kasta 
4,HEMVATI DEVI,Bahujan Samaj Party,469,662,568,479,677,756,876,470,414,532,300,625,288,554,427,587,639,1141,717,753,922,553,961,509,814,516,72,Uttar Pradesh-Kasta,Kasta 
5,GAYADATT,Uttar Pradesh Republican Party,22,24,26,27,23,37,28,35,30,24,30,42,27,34,25,63,21,40,31,24,34,27,45,44,30,33,4,Uttar Pradesh-Kasta,Kasta 
6,JASKARAN RAJ,Janta Rakshak Party,21,20,22,13,17,23,14,14,18,20,21,18,12,19,10,15,15,24,13,26,22,19,30,19,31,16,0,Uttar Pradesh-Kasta,Kasta 
7,JAGDISH PRASAD,Independent,29,22,41,24,27,27,14,38,28,29,21,35,29,40,21,23,21,30,19,27,19,23,35,33,30,20,4,Uttar Pradesh-Kasta,Kasta 
8,LAVKUSH,Independent,40,28,36,57,32,47,31,30,50,29,49,57,38,39,38,27,29,45,36,33,28,35,50,49,41,31,2,Uttar Pradesh-Kasta,Kasta 
9,NOTA,None of the Above,59,53,62,53,47,64,46,64,54,46,71,69,43,46,68,48,43,54,67,47,45,37,65,52,44,45,4,Uttar Pradesh-Kasta,Kasta 
