O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,R-33,state_city,constituency_from_link
1,Ashfaque,Samajwadi Party,2059,1453,1671,1421,1930,2449,2215,2334,4268,2801,1440,2171,1681,1803,1901,1965,2435,3036,2298,2097,2916,2528,2082,3586,7615,6257,3407,3781,6633,6733,3363,586,146,Uttar Pradesh-Varanasi North,Varanasi North
2,Gulerana Sabassum,Indian National Congress,138,79,77,129,78,95,97,83,91,76,94,113,69,103,87,119,89,69,106,96,134,112,79,77,98,134,134,87,56,58,164,55,4,Uttar Pradesh-Varanasi North,Varanasi North
3,Ravindra Jaiswal,Bharatiya Janata Party,5099,5073,5164,4935,3820,5201,4057,4693,2848,4972,5772,5141,5425,5579,4920,5516,5113,4663,5116,5427,4686,3268,4618,3925,903,1693,4339,3480,917,1391,3683,2027,369,Uttar Pradesh-Varanasi North,Varanasi North
4,Shyam Prakash,Bahujan Samaj Party,884,536,350,735,1062,156,669,370,214,369,207,368,413,363,315,344,281,332,508,286,513,146,88,150,38,82,140,39,27,71,98,124,109,Uttar Pradesh-Varanasi North,Varanasi North
5,Dr. Ashish Kumar Jaiswal,Aam Aadmi Party,60,33,45,27,37,38,29,36,31,32,33,52,43,35,26,44,22,14,44,21,46,21,30,11,4,22,20,8,1,10,48,34,12,Uttar Pradesh-Varanasi North,Varanasi North
6,Harish Mishra,All India Majlis-E-Ittehadul Muslimeen,13,15,17,6,22,34,28,17,75,24,17,43,13,10,20,12,39,31,13,26,63,35,40,71,191,80,40,49,211,191,186,8,2,Uttar Pradesh-Varanasi North,Varanasi North
7,Asif Iqbal,Independent,15,18,7,8,14,23,5,5,5,12,7,30,9,8,8,8,14,6,12,6,21,4,8,9,22,21,7,8,7,11,3,3,2,Uttar Pradesh-Varanasi North,Varanasi North
8,NOTA,None of the Above,65,61,56,48,50,56,32,32,25,74,53,56,52,55,49,54,63,53,57,40,64,35,53,50,23,39,38,35,41,61,39,13,8,Uttar Pradesh-Varanasi North,Varanasi North
