O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,R-29,R-30,R-31,R-32,R-33,R-34,R-35,state_city,constituency_from_link
1,JIYALAL,Communist Party of India,61,34,49,39,70,65,85,64,29,61,65,53,40,48,49,54,68,42,48,57,48,44,33,35,73,64,51,60,31,49,58,50,75,26,4,Uttar Pradesh-Mehnagar,Mehnagar 
2,NIRMALA BHARTI,Indian National Congress,49,46,51,51,74,42,33,52,48,59,56,82,52,40,71,34,40,84,43,41,45,32,51,33,36,42,52,44,34,56,61,53,42,20,1,Uttar Pradesh-Mehnagar,Mehnagar 
3,PUJA,Samajwadi Party,2078,2515,2427,3018,3088,3095,2410,2670,2611,2862,3178,2659,2090,2063,2835,1946,2334,2972,2846,1983,2888,2336,3159,2690,2637,2430,2839,2403,3119,2940,2141,2441,1820,508,248,Uttar Pradesh-Mehnagar,Mehnagar 
4,PANKAJ KUMAR,Bahujan Samaj Party,1007,1100,1637,1682,1009,1454,1590,2070,1821,1478,1622,1010,1673,2458,1306,1104,1303,1636,1240,1609,2090,1543,1084,1639,1194,1747,1321,1365,1265,1945,1739,1522,1035,672,3,Uttar Pradesh-Mehnagar,Mehnagar 
5,MANJOO SAROJ,Bharatiya Janata Party,3640,1687,1691,1363,2045,1887,1817,1644,2320,1574,1813,2800,2753,2026,2322,3016,2853,1941,2505,2282,1765,2002,1635,1735,2860,2108,2234,2448,1640,1695,2286,2016,2445,1111,544,Uttar Pradesh-Mehnagar,Mehnagar 
6,KARMVEER AZAD,All India Majlis-E-Ittehadul Muslimeen,326,905,1016,592,46,44,105,44,144,100,33,50,72,48,50,60,34,19,43,26,43,30,42,27,81,42,34,40,34,45,45,30,58,46,19,Uttar Pradesh-Mehnagar,Mehnagar 
7,GITANJALI DEVI,Aam Aadmi Party,18,21,22,8,33,20,29,20,15,25,26,30,31,19,29,24,29,13,20,17,16,17,21,13,21,33,21,21,21,16,52,19,15,10,1,Uttar Pradesh-Mehnagar,Mehnagar 
8,RAMLAKHAN PAL DHANGAR,Rashtriya Shoshit Samaj Party,24,17,16,14,20,25,21,17,15,22,19,22,21,15,40,31,22,16,20,17,8,16,84,20,17,60,15,26,37,29,23,56,32,13,0,Uttar Pradesh-Mehnagar,Mehnagar 
9,NOTA,None of the Above,59,40,49,26,49,44,47,72,40,51,53,54,63,61,35,49,47,36,51,35,45,53,52,32,55,68,42,73,38,69,49,45,41,18,5,Uttar Pradesh-Mehnagar,Mehnagar 
