O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,R-17,R-18,R-19,R-20,R-21,R-22,R-23,R-24,R-25,R-26,R-27,R-28,state_city,constituency_from_link
1,DAUD AHMAD,Samajwadi Party,4939,3893,3266,2276,2973,3193,3536,5663,3883,4400,3044,2530,3414,2005,2328,3323,6290,5226,4105,2882,2672,2319,2135,2779,2850,4173,3197,818,Uttar Pradesh-Mohammdi,Mohammdi
2,REETU SINGH,Indian National Congress,63,74,74,83,106,113,55,79,66,69,83,103,114,145,114,58,60,52,51,69,126,76,54,84,258,79,96,10,Uttar Pradesh-Mohammdi,Mohammdi
3,LOKENDRA PRATAP SINGH,Bharatiya Janata Party,3468,4750,3875,5887,5325,3619,2568,2786,3447,3444,3830,4045,3216,3872,4891,2454,1250,2198,3013,3122,3533,3481,3978,4591,3464,4290,3682,1184,Uttar Pradesh-Mohammdi,Mohammdi
4,SHAKEEL AHMAD SIDDIQUI,Bahujan Samaj Party,796,1019,791,644,789,1139,1755,190,674,988,1929,1434,1666,1716,1251,1351,835,1209,1428,1059,1424,1674,1023,840,1036,609,1693,122,Uttar Pradesh-Mohammdi,Mohammdi
5,ANURAG M. SARTHI,Action Party,32,47,24,38,54,49,44,7,14,37,50,53,68,67,66,35,22,36,41,42,57,43,31,37,31,26,49,57,Uttar Pradesh-Mohammdi,Mohammdi
6,RAVIKANT,Aam Aadmi Party,30,78,51,120,59,59,31,17,35,29,59,71,50,50,97,79,35,28,30,48,61,102,39,71,93,51,42,17,Uttar Pradesh-Mohammdi,Mohammdi
7,ROOPRAM,Independent,16,27,26,24,24,23,9,13,10,11,24,20,31,14,35,16,12,12,16,18,24,29,23,28,22,15,20,6,Uttar Pradesh-Mohammdi,Mohammdi
8,NOTA,None of the Above,49,71,82,74,82,65,60,47,32,45,72,77,74,39,92,56,71,73,41,72,92,69,59,55,57,69,61,12,Uttar Pradesh-Mohammdi,Mohammdi
