O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,state_city,constituency_from_link
1,ASHOK BAATH,Bharatiya Janata Party,162,208,321,199,183,90,167,301,1505,873,229,340,251,629,23,Punjab-Balachaur,Balachaur
2,SANTOSH KUMARI KATARIAA,Aam Aadmi Party,3402,2525,3119,2740,2315,2605,2734,3119,3305,2355,2173,2839,2748,3106,83,Punjab-Balachaur,Balachaur
3,SUNITA RANI,Shiromani Akali Dal,2613,2807,2066,2235,2786,2114,2630,2691,2937,1981,2333,2315,2299,2919,76,Punjab-Balachaur,Balachaur
4,DARSHAN LAL,Indian National Congress,1648,2012,1903,1741,2745,1742,2112,1809,2691,2177,2516,2600,2494,2749,108,Punjab-Balachaur,Balachaur
5,PREM CHAND,Communist Party of India (Marxist),57,95,183,49,84,66,54,21,58,36,62,37,34,72,5,Punjab-Balachaur,Balachaur
6,SATPAL,Independent,22,22,16,10,26,45,16,11,31,20,23,16,21,29,0,Punjab-Balachaur,Balachaur
7,DALJIT SINGH BAINS,Independent,46,227,154,242,16,206,94,30,88,152,144,42,57,64,1,Punjab-Balachaur,Balachaur
8,NOTA,None of the Above,24,61,83,34,25,55,30,20,70,64,49,54,36,63,2,Punjab-Balachaur,Balachaur
