O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,state_city,constituency_from_link
1,Arvind Khanna,Bharatiya Janata Party,693,1178,1695,1544,2069,1114,498,578,573,798,1082,532,411,504,297,68,Punjab-Sangrur,Sangrur
2,Narinder Kaur Bharaj,Aam Aadmi Party,4938,4688,3212,3106,3106,3858,5514,5204,4758,5310,5780,6055,6141,6450,4752,1175,Punjab-Sangrur,Sangrur
3,Vijay Inder Singla,Indian National Congress,2257,2202,2535,3566,2975,3313,2522,2514,2483,2668,2457,2099,1901,2078,2039,570,Punjab-Sangrur,Sangrur
4,Winnerjit Singh Goldy,Shiromani Akali Dal,579,415,342,458,374,716,791,674,1125,889,706,784,591,738,905,310,Punjab-Sangrur,Sangrur
5,Harmanpreet Singh,Lok Insaaf Party,40,11,11,20,10,95,22,33,25,24,19,17,29,13,5,2,Punjab-Sangrur,Sangrur
6,Gurnaib Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),305,164,133,108,66,144,529,419,330,440,202,394,460,425,263,72,Punjab-Sangrur,Sangrur
7,Jagdeep Singh,Sanyukt Sangharsh Party,172,28,19,18,13,38,68,130,96,107,89,119,101,137,54,11,Punjab-Sangrur,Sangrur
8,Bahadur Singh,Jai Jawan Jai Kisan Party,23,12,7,9,13,21,37,22,41,22,24,89,30,83,39,8,Punjab-Sangrur,Sangrur
9,NOTA,None of the Above,56,55,47,51,55,64,55,50,47,56,53,61,57,52,43,2,Punjab-Sangrur,Sangrur
