O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,R-16,state_city,constituency_from_link
1,SUNDER SHAM ARORA,Indian National Congress,2935,3032,2992,2580,2977,2260,2157,1954,2311,1800,2454,2126,2446,2522,2221,313,Punjab-Hoshiarpur,Hoshiarpur
2,TIKSHAN SUD,Bharatiya Janata Party,1801,955,1196,1581,1420,2783,1865,3065,2004,1754,1198,1378,1330,802,655,46,Punjab-Hoshiarpur,Hoshiarpur
3,BRAM SHANKER (JIMPA),Aam Aadmi Party,2064,3425,3260,3505,3420,3394,3848,3491,2893,3796,3239,3514,3696,3098,3545,545,Punjab-Hoshiarpur,Hoshiarpur
4,VIRINDER SINGH PARHAR,Bahujan Samaj Party,1115,916,1189,694,1259,302,692,307,666,411,584,529,624,906,1462,323,Punjab-Hoshiarpur,Hoshiarpur
5,OM PARKASH JAKHU,Bharatrashtra Democratic Party,26,29,32,27,30,9,19,11,12,10,15,10,16,18,26,3,Punjab-Hoshiarpur,Hoshiarpur
6,DR. NARESH SAGGAR,Sarav Sanjhi Party,35,44,50,43,34,43,34,28,37,39,21,29,34,38,29,6,Punjab-Hoshiarpur,Hoshiarpur
7,JASVIR SINGH,Independent,19,32,28,44,26,22,14,7,6,14,12,12,19,18,26,5,Punjab-Hoshiarpur,Hoshiarpur
8,RAJVEER SINGH KALSI,Independent,70,123,100,107,83,70,70,32,33,72,64,72,87,77,100,23,Punjab-Hoshiarpur,Hoshiarpur
9,NOTA,None of the Above,71,93,101,105,72,85,65,70,64,65,57,53,81,76,73,9,Punjab-Hoshiarpur,Hoshiarpur
