O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,state_city,constituency_from_link
1,AMIT RATTAN KOTFATTA,Aam Aadmi Party,5981,5708,5355,5536,5082,5750,5499,4263,6194,4987,5552,4937,781,Punjab-Bathinda Rural,Bathinda Rural
2,Surjit Singh,Communist Party of India,57,61,93,94,47,63,67,25,48,50,58,48,8,Punjab-Bathinda Rural,Bathinda Rural
3,HARVINDER SINGH LADDI,Indian National Congress,2576,2154,1796,1821,2179,1745,1666,880,1476,2220,2156,1682,291,Punjab-Bathinda Rural,Bathinda Rural
4,PARKASH SINGH BHATTI,Shiromani Akali Dal,2484,2623,2646,2481,2664,2977,2298,1427,2429,2733,2826,2520,378,Punjab-Bathinda Rural,Bathinda Rural
5,Savera Singh,Punjab Lok Congress Party,39,50,41,38,32,38,63,31,44,75,63,60,4,Punjab-Bathinda Rural,Bathinda Rural
6,CHAMKAUR SINGH,Independent,116,84,107,57,96,155,96,61,53,75,109,99,12,Punjab-Bathinda Rural,Bathinda Rural
7,Dr. JAGSIR SINGH MRAR,Independent,60,55,50,45,43,60,59,152,42,63,68,67,8,Punjab-Bathinda Rural,Bathinda Rural
8,JEETA RAM,Independent,36,38,35,34,42,43,37,26,28,42,34,102,2,Punjab-Bathinda Rural,Bathinda Rural
9,NOTA,None of the Above,104,86,91,128,101,129,97,67,106,96,99,129,11,Punjab-Bathinda Rural,Bathinda Rural
