O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,R-15,state_city,constituency_from_link
1,JAGSIR SINGH,Aam Aadmi Party,4914,4387,5007,6599,5279,5585,6349,5597,6117,6873,7622,6002,5232,5989,3478,Punjab-Bhucho Mandi,Bhucho Mandi
2,DARSHAN SINGH KOTFATTA,Shiromani Akali Dal,2692,2912,2552,2633,2181,3145,2791,2305,2984,1794,2248,1768,1996,2106,1259,Punjab-Bhucho Mandi,Bhucho Mandi
3,PRITAM SINGH KOTBHAI,Indian National Congress,1351,1682,1427,1865,1810,1086,1274,1375,1571,934,1379,1099,1965,1438,325,Punjab-Bhucho Mandi,Bhucho Mandi
4,RUPINDERJIT SINGH,Bharatiya Janata Party,48,49,99,182,625,81,75,77,121,103,141,149,344,138,52,Punjab-Bhucho Mandi,Bhucho Mandi
5,GURPREET KAUR,Independent,27,12,14,11,13,9,28,21,23,10,30,22,37,12,7,Punjab-Bhucho Mandi,Bhucho Mandi
6,JAGSEER SINGH,Independent,39,27,31,36,40,40,51,47,27,56,66,36,39,33,10,Punjab-Bhucho Mandi,Bhucho Mandi
7,BALDEV SINGH AKLIA,Independent,1118,98,197,83,67,305,193,62,129,76,73,26,27,56,13,Punjab-Bhucho Mandi,Bhucho Mandi
8,ROOP CHAND,Independent,24,20,37,15,22,39,31,39,22,22,30,24,26,26,16,Punjab-Bhucho Mandi,Bhucho Mandi
9,NOTA,None of the Above,95,68,68,106,72,107,127,104,127,138,136,95,106,115,75,Punjab-Bhucho Mandi,Bhucho Mandi
