O.S.N.,Candidate,Party,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,R-10,R-11,R-12,R-13,R-14,state_city,constituency_from_link
1,CHANDAN KUMAR GREWAL,Shiromani Akali Dal,483,673,474,807,845,816,1025,633,414,729,1161,1145,879,709,Punjab-Jalandhar Central,Jalandhar Central
2,MANORANJAN KALIA,Bharatiya Janata Party,2811,2645,2960,2294,1517,1896,1511,1383,2180,2080,1838,1251,2159,1239,Punjab-Jalandhar Central,Jalandhar Central
3,RAJINDER BERI,Indian National Congress,2023,2559,2115,1703,2039,2543,3539,2495,2529,2702,2603,2324,2134,1171,Punjab-Jalandhar Central,Jalandhar Central
4,RAMAN ARORA,Aam Aadmi Party,2774,2295,2148,2304,2643,2506,2040,2043,2165,2532,2112,2410,3375,1295,Punjab-Jalandhar Central,Jalandhar Central
5,JATINDER KUMAR SHARMA,Samajwadi Party,15,14,18,12,13,14,27,8,15,25,17,7,21,9,Punjab-Jalandhar Central,Jalandhar Central
6,BHUPINDER SINGH,Jai Jawan Jai Kisan Party,19,19,13,17,12,18,46,15,25,25,29,24,38,26,Punjab-Jalandhar Central,Jalandhar Central
7,MANJIT KAUR,Punjab National Party,15,6,8,8,8,11,14,6,10,17,19,13,28,7,Punjab-Jalandhar Central,Jalandhar Central
8,NARINDER KUMAR,Independent,23,12,7,2,11,23,23,7,11,10,20,14,31,9,Punjab-Jalandhar Central,Jalandhar Central
9,NOTA,None of the Above,66,90,76,68,54,59,69,62,57,60,78,70,82,41,Punjab-Jalandhar Central,Jalandhar Central
